"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","B","22","28676676","Central Ohio ISSA","2","0","7","0","7","0","9","",""
"40","B","23","00005156","Delaware Toastmasters","10","0","27","0","27","0","37","",""
"40","B","23","01293737","MY CATALYST TMC","1","0","10","1","11","0","12","",""
"40","B","23","01508639","Scotts Gro-Masters","1","0","14","1","15","0","16","",""
"40","B","23","01684414","Marysville E.C.H.O.S.","0","1","10","0","11","0","11","",""
"40","B","23","07330683","TM-one Toastmasters","0","0","23","0","23","0","23","",""
"40","B","24","00000959","Columbus Toastmasters Club","0","0","11","1","12","0","12","",""
"40","B","24","00004915","Central Ohio Advanced Club","1","0","18","2","20","0","21","",""
"40","B","24","01825615","Progressive Speaking Club","3","0","15","1","16","0","19","",""
"40","B","24","03375045","CBUS Toastmasters","2","0","6","0","6","0","8","",""
"40","B","24","06137312","Franklin County Communicators","9","1","4","0","5","0","14","",""
"40","B","24","06743347","Toastmasters International At OSU","0","0","8","0","8","0","8","",""
"40","B","25","00001028","Worthington Toastmasters","2","3","9","0","12","0","14","",""
"40","B","25","00003885","Podium Pros Toastmasters Club","4","0","18","0","18","0","22","",""
"40","B","25","02289063","Toast What Matters","3","0","8","1","9","0","12","",""
"40","B","25","05168204","Grove City Toastmasters","0","0","14","3","17","0","17","",""
"40","B","25","28676881","Rehab Leadership Toastmasters","7","0","7","1","8","0","15","",""
"40","C","31","00000524","Franklin Club","4","1","17","4","22","0","26","",""
"40","C","31","00647621","SOAR Toastmasters Club","0","0","0","0","0","0","0","",""
"40","C","31","06098333","Reynoldsburg Toastmasters","2","0","8","0","8","0","10","",""
"40","C","31","07519962","Huntington  Toastmasters","4","0","9","4","13","0","17","",""
"40","C","31","28676480","Hexion Toastmasters","0","0","12","0","12","0","12","",""
"40","C","32","00003002","Columbus-Whitehall Club","1","0","10","0","10","0","11","",""
"40","C","32","00003500","AGOISSI Toastmasters Club","2","0","19","1","20","0","22","",""
"40","C","32","00008226","Gahanna Club","3","0","6","0","6","0","9","",""
"40","C","32","00707357","The Athenian Toastmasters Club","2","0","6","0","6","0","8","",""
"40","C","32","07836455","Rise Higher Advanced Toastmasters Club","1","0","12","4","16","0","17","",""
"40","C","33","00000511","Newark-Granville Club 511","5","0","10","0","10","0","15","",""
"40","C","33","00000753","Nationwide","4","0","10","0","10","0","14","",""
"40","C","33","00621016","Brewery District Club","3","0","10","0","10","0","13","",""
"40","C","33","00952869","PowerSpeakers Toastmaster Club - For AEP Employees, Retirees and Contractors","5","0","28","9","37","0","42","",""
"40","C","33","01029419","Uptown","0","0","1","0","1","0","1",""," Susp 09/30/24"
"40","C","34","00001802","Mid-Day Club","3","0","14","0","14","0","17","",""
"40","C","34","00008082","The Breakfast Club","0","0","0","0","0","0","0",""," Susp 09/30/24"
"40","C","34","00009099","Children's Hospital Club","1","0","7","0","7","0","8","",""
"40","C","34","01293730","New Albany Communicators","0","0","7","0","7","0","7","",""
"40","C","34","01423343","City of Columbus","8","0","17","2","19","0","27","",""
"40","C","34","03646317","ENCORE Toastmasters","2","0","8","1","9","0","11","",""
"40","D","41","00000472","Cincinnati Toastmasters","5","0","14","1","15","0","20","",""
"40","D","41","00007780","Toast of the Town, Kenwood Toastmasters Club","2","0","11","0","11","0","13","",""
"40","D","41","00907534","FTMT on Campus","0","0","27","0","27","0","27","",""
"40","D","41","07335430","Givaudan Toastmasters","3","0","9","9","18","0","21","",""
"40","D","41","28677429","CinToast 2.0","1","0","17","2","19","0","20","",""
"40","D","42","00008020","Bearcat / Environmentally Speaking Toastmasters Club","2","0","7","1","8","0","10","",""
"40","D","42","00009319","Cincinnati NIOSH Club","0","0","3","0","3","0","3",""," Susp 09/30/24"
"40","D","42","00009523","TV Toastmasters Club","0","0","8","1","9","0","9","",""
"40","D","42","00922412","American Modern Toastmasters","9","0","19","0","19","0","28","",""
"40","D","42","04677366","Competitive Speakers Cincinnati","0","0","9","3","12","0","12","",""
"40","D","42","05522829","Entrepreneur Toastmasters Club","3","0","8","1","9","0","12","",""
"40","D","43","00000870","Tri-County Toastmasters Club","2","0","14","3","17","0","19","",""
"40","D","43","00641256","CIC Speaks Toastmasters Club","3","0","19","0","19","0","22","",""
"40","D","43","01299268","Miami Masters Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/24"
"40","D","43","02705957","CIC Speaks Too","6","0","28","0","28","0","34","",""
"40","D","43","02846914","Oxford-Miami Community Toastmasters Club","1","0","8","2","10","0","11","",""
"40","D","44","00001249","Life Enriching Toastmasters","0","0","20","3","23","0","23","",""
"40","D","44","00001578","Seven Hills of Cincinnati Toastmasters","1","0","7","4","11","0","12","",""
"40","D","44","00004251","Cincinnati Talk In the Park","2","0","9","8","17","0","19","",""
"40","D","44","00008634","Ethicon Toastmasters Leaders In Speaking (TLS)","2","0","9","5","14","0","16","",""
"40","D","44","01160434","BTC (Building Tomorrow's Communicators)","2","0","17","4","21","0","23","",""
"40","D","44","28677135","Toast to Water","5","0","16","0","16","0","21","",""
"40","D","45","00002289","T.A.L.K. Club","4","0","11","5","16","0","20","",""
"40","D","45","00003804","The Kings Speech","0","0","7","2","9","0","9","",""
"40","D","45","00005008","Mason Town Criers Toastmasters Club","1","0","9","8","17","0","18","",""
"40","D","45","00620518","Loveland SPEAKEASY","3","0","9","0","9","0","12","",""
"40","D","45","00642205","Mason Speech Weavers","3","0","17","2","19","0","22","",""
"40","D","45","28676767","CincyNature Toastmasters","0","0","1","0","1","0","1","",""
"40","E","51","00002391","Lexington Toastmasters Club","2","0","10","0","10","0","12","",""
"40","E","51","00002869","Huntington Centennial Toastmasters Club","3","0","5","0","5","0","8","",""
"40","E","51","00002949","Sunrise Toastmasters Club","3","1","22","5","28","0","31","",""
"40","E","51","00005517","Lexmark Club","2","0","13","5","18","0","20","",""
"40","E","51","03663553","Big Blue Toastmasters","0","0","5","0","5","0","5","",""
"40","E","52","00007305","Downtown Lunch Bunch Toastmasters Club","2","0","10","1","11","0","13","",""
"40","E","52","01990654","Midway Toastmasters","4","0","15","16","31","0","35","",""
"40","E","52","06977905","Mountain Movers","1","0","8","0","8","0","9","",""
"40","E","52","28675676","NPG Toastmasters","5","0","15","2","17","0","22","",""
"40","E","52","28676704","Sogeti Speech Society Toastmasters","0","0","3","0","3","0","3","",""
"40","E","53","00000453","Pioneer Toastmasters Club","1","0","7","0","7","0","8","",""
"40","E","53","00001223","Newport Toastmasters Club","1","0","12","1","13","0","14","",""
"40","E","53","00008416","Articulate Revenuers Toastmasters Club","0","0","12","3","15","0","15","",""
"40","E","53","00593263","Northern Kentucky Toastmasters Club","6","0","10","2","12","0","18","",""
"40","E","53","01153372","Voice of Independence","1","0","13","2","15","0","16","",""
"40","E","54","00003459","Great American Speakers Club","5","0","22","3","25","0","30","",""
"40","E","54","00007083","Cheers Toastmasters","2","2","13","5","20","0","22","",""
"40","E","54","00009056","Speak With US","0","0","14","0","14","0","14","",""
"40","E","54","00009531","Toast Of Broadway Toastmasters Club","2","0","29","0","29","0","31","",""
"40","E","54","00742749","Kroger Food for Thought Club","3","0","9","0","9","0","12","",""
