"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s, Level 5s, or DTM award","Add. Level 4s, Level 5s, or DTM award","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","A","04","00004341","Lima Eye Openers Club","Active","8","8","2","0","0","0","0","0","0","4","1","0","0","0","1","1",""
"40","A","04","00005136","Grand Lake Toastmasters Club","Suspended","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","A","04","00007241","Hi-Point Club","Active","8","8","7","5","2","2","3","1","1","0","0","5","2","1","1","1",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","Active","12","14","3","0","0","0","0","0","0","4","4","3","2","1","1","2",""
"40","A","04","04334989","Crown Toastmasters","Ineligible","19","0","3","0","0","0","0","0","0","4","8","5","4","0","0","1",""
"40","A","05","00585063","Springfield Toastmasters Club","Active","21","19","8","6","2","1","2","1","5","4","0","5","4","1","1","1",""
"40","A","05","05124110","Miami County Toastmasters","Active","8","13","5","1","0","0","1","1","2","4","4","3","4","1","1","1","D"
"40","A","05","06547513","Cause-Driven Toastmasters","Low","13","6","5","3","2","0","2","1","1","2","0","4","5","0","0","1",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","Active","8","9","4","3","0","0","0","1","0","4","3","7","5","1","1","1",""
"40","A","05","07017426","Leaders on the Rise","Low","12","5","1","1","0","0","0","0","0","4","0","4","2","0","0","1",""
"40","B","11","00000859","Northwest Club","Active","3","10","1","0","0","0","0","0","0","4","3","0","0","0","1","0",""
"40","B","11","00002718","Masterminds At Grandview Yard","Suspended","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","B","11","02116422","Hikma Professionals","Ineligible","8","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0",""
"40","B","11","02451490","2Checkout","Active","13","11","2","0","0","0","1","0","0","3","0","5","5","1","1","1",""
"40","B","11","05168204","Grove City Toastmasters","Active","9","12","2","1","0","0","0","0","0","4","0","3","2","1","1","1",""
"40","B","12","00000214","Greater Columbus Toastmasters","Active","12","12","7","3","2","0","2","1","1","4","2","5","4","0","1","1",""
"40","B","12","00000478","OCLC Toastmasters Club","Active","22","12","1","0","0","0","0","0","0","1","0","0","1","1","1","1",""
"40","B","12","01825615","Progressive Speaking Club","Active","21","19","8","5","2","1","1","1","1","4","10","7","5","1","1","1",""
"40","B","12","02884105","Dublin Premier TM Club","Active","11","10","1","0","0","0","0","0","0","4","2","0","1","1","1","0",""
"40","B","12","03374578","Dynamic  Growth Toastmasters","Active","8","8","3","0","0","0","0","1","1","1","0","4","0","1","1","1",""
"40","B","12","07219299","Radiant Toastmasters","Low","20","7","3","0","0","0","1","1","0","1","0","5","5","1","0","1",""
"40","B","14","00002246","Excellcomm Club","Active","9","9","1","0","0","0","0","0","0","4","1","0","2","0","1","0",""
"40","B","14","00004158","Hilliard Toastmasters Club","Low","8","6","1","0","0","0","0","0","0","0","0","5","4","0","0","1",""
"40","B","14","01131982","Premier Toastmasters","Active","21","16","6","2","2","1","1","1","1","4","2","4","5","1","1","1",""
"40","B","14","01276053","Essential To Leadership","Low","8","6","5","2","2","0","2","1","2","2","0","6","6","0","0","1",""
"40","B","14","04181643","Dublin Advanced Toastmasters","Low","10","6","3","0","0","0","1","1","0","0","0","5","6","1","0","1",""
"40","B","14","06722000","Wings With Voices","Suspended","10","6","0","0","0","0","0","0","0","0","0","2","0","0","0","1",""
"40","B","15","01293737","MY CATALYST TMC","Active","14","11","3","1","1","0","1","1","1","3","0","4","3","0","1","1",""
"40","B","15","01508639","Scotts Gro-Masters","Active","11","15","4","0","1","0","0","1","1","4","2","2","2","1","1","1",""
"40","B","15","07282093","Honda North America (HNA) Toastmasters","Suspended","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","B","15","07330683","TM-one Toastmasters","Active","12","23","3","0","0","0","0","0","0","4","6","1","1","1","1","1",""
"40","C","21","00707357","The Athenian Toastmasters Club","Active","11","8","0","0","0","0","0","0","0","1","0","0","4","1","1","0",""
"40","C","21","06751540","Pickaway Toastmasters","Suspended","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","21","07944721","Revlocal Toastmasters","Ineligible","20","21","1","0","0","0","0","0","0","1","0","0","0","1","0","1",""
"40","C","22","00000511","Newark-Granville Club 511","Low","8","6","1","0","0","0","0","0","0","1","0","7","2","1","0","1",""
"40","C","22","00003182","New Albany Toastmasters","Low","12","3","1","0","0","0","0","0","0","0","0","7","3","1","0","1",""
"40","C","22","01293730","New Albany Communicators","Active","14","9","1","0","0","0","0","0","0","3","0","7","4","0","0","1",""
"40","C","22","06070109","Trance Mission Toastmasters","Suspended","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","22","07836455","Rise Higher Advanced Toastmasters Club","Active","16","10","2","0","1","0","1","0","0","1","0","7","7","1","1","1",""
"40","C","23","00000524","Franklin Club","Active","17","17","4","1","1","0","1","1","0","4","7","7","2","1","1","1",""
"40","C","23","00647621","SOAR Toastmasters Club","Active","23","13","0","0","0","0","0","0","0","1","0","0","0","0","0","0",""
"40","C","23","01477745","TEAM Toastmasters Club","Low","8","3","0","0","0","0","0","0","0","2","0","3","4","0","0","1",""
"40","C","23","07519962","Huntington Easton Toastmasters","Active","3","16","2","0","0","0","0","0","0","4","20","0","6","1","1","0",""
"40","C","24","00008226","Gahanna Club","Active","13","12","4","0","1","0","0","1","0","4","0","7","4","1","1","1",""
"40","C","24","01030644","Kilowattmasters","Active","8","8","1","0","0","0","0","0","0","2","0","7","0","0","1","1",""
"40","C","24","03646317","ENCORE Toastmasters","Active","15","16","6","1","2","0","2","1","0","4","1","7","6","1","1","1",""
"40","C","24","06098333","Reynoldsburg Toastmasters","Active","20","21","8","4","2","1","1","1","1","4","5","7","4","1","1","1","S"
"40","C","25","00003002","Columbus-Whitehall Club","Active","11","12","4","1","2","0","1","1","0","4","0","6","3","1","1","1",""
"40","C","25","00003500","AGOISSI Toastmasters Club","Active","25","24","9","4","2","2","6","1","2","4","0","7","6","1","1","1","P"
"40","C","25","00007114","DFAS-CO Toastmasters Club","Suspended","8","8","2","0","0","0","0","0","0","4","1","5","0","0","1","1",""
"40","C","25","04410308","Defensively Speaking","Active","17","8","2","0","0","0","1","1","0","0","0","7","1","1","0","1",""
"40","D","31","00001941","Anderson Hills Toastmasters Club","Active","6","8","1","0","0","0","0","0","0","3","0","2","2","1","0","1",""
"40","D","31","00002289","T.A.L.K. Club","Active","10","8","3","0","0","0","0","0","0","4","1","6","4","0","1","1",""
"40","D","31","00009523","TV Toastmasters Club","Active","8","8","4","1","1","0","2","1","1","3","0","2","3","0","1","1",""
"40","D","31","00922409","Midland Ace's Club","Suspended","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",""
"40","D","31","00922412","Modern Voices Club","Active","15","19","2","0","0","0","0","0","0","4","8","3","4","1","1","0",""
"40","D","32","00008020","Bearcat Toastmasters Club","Low","17","3","2","1","0","0","0","0","0","0","0","4","5","1","0","1",""
"40","D","32","00922067","Environmentally Speaking","Ineligible","13","0","3","0","0","0","0","1","0","0","0","5","7","1","0","1",""
"40","D","32","04887152","Paycor Toastmasters","Active","21","15","1","0","0","0","0","0","0","3","0","1","2","1","1","1",""
"40","D","32","05522829","Entrepreneur Toastmasters Club","Low","12","6","0","1","1","0","0","0","0","1","0","4","2","0","0","1",""
"40","D","33","00007083","Cheers Toastmasters","Active","15","10","2","1","0","0","0","1","0","3","0","3","1","1","1","1",""
"40","D","33","00009319","Cincinnati NIOSH Club","Active","12","8","2","3","1","0","1","1","0","1","0","5","2","0","1","1",""
"40","D","33","00742749","Kroger Food for Thought Club","Ineligible","8","3","1","1","1","0","0","0","0","3","0","7","3","1","0","1",""
"40","D","33","01491854","A Toast to Genius","Ineligible","12","0","1","3","1","0","1","0","0","2","0","4","4","0","0","1",""
"40","D","34","00003459","Great American Speakers Club","Active","30","30","3","1","0","0","0","0","0","4","16","4","1","1","1","1",""
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","Active","22","18","7","3","2","0","3","1","1","4","1","6","4","1","1","1",""
"40","D","34","07335430","Givaudan Toastmasters","Active","22","18","3","0","0","0","0","0","0","4","0","4","4","1","1","1",""
"40","D","35","00001249","West Hills Toastmasters Club","Active","8","14","2","1","0","0","0","0","0","1","0","4","5","0","1","1",""
"40","D","35","00002142","Toast-N-Talk Club","Ineligible","9","1","2","0","0","0","0","0","0","0","0","6","5","1","1","1",""
"40","D","35","00907534","FTMT on Campus","Active","0","35","2","0","0","0","0","0","0","4","35","0","0","0","1","0",""
"40","D","35","01655418","MSD Sewer Talk","Ineligible","9","0","2","2","0","0","0","0","0","1","0","5","4","1","0","1",""
"40","E","41","00002391","Lexington Toastmasters Club","Low","11","3","1","1","0","0","0","0","0","1","0","1","0","1","0","2",""
"40","E","41","00002949","Sunrise Toastmasters Club","Active","20","13","1","0","0","0","0","0","0","1","0","2","3","1","1","2",""
"40","E","41","00005517","Lexmark Club","Active","23","16","7","5","2","1","2","1","2","2","0","5","4","1","1","1",""
"40","E","41","03663553","Big Blue Toastmasters","Active","4","9","5","1","1","0","1","1","4","4","6","3","6","0","1","2","D"
"40","E","42","00002005","Toastmasters of South Charleston","Suspended","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","E","42","00002869","Huntington Centennial Toastmasters Club","Ineligible","9","2","0","0","0","0","0","0","0","2","0","0","3","0","0","1",""
"40","E","42","06977905","Mountain Movers","Active","10","8","1","1","0","0","0","1","0","0","0","0","0","0","0","0",""
"40","E","43","00002730","Capital City Toastmasters","Suspended","11","5","0","0","0","0","1","0","0","0","0","1","2","0","0","1",""
"40","E","43","00004097","Madco Club","Active","13","10","1","1","1","0","1","0","0","1","0","0","0","1","1","1",""
"40","E","43","00007305","Downtown Lunch Bunch Toastmasters Club","Low","12","6","2","0","0","0","1","1","1","2","0","0","1","0","0","2",""
"40","E","43","01990654","Midway Toastmasters","Active","20","21","9","10","2","5","7","1","13","4","0","7","5","1","1","2","P"
"40","E","43","04435488","KYTC Speakers","Suspended","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","E","44","00000453","Pioneer Toastmasters Club","Active","14","14","5","1","1","0","2","1","1","2","0","5","5","1","1","1",""
"40","E","44","00001223","Triangle Toastmasters Club","Active","8","9","5","2","2","0","1","1","1","3","0","7","5","0","1","1",""
"40","E","44","00008416","Articulate Revenuers Toastmasters Club","Active","11","8","2","0","0","0","0","0","0","0","0","5","6","1","1","1",""
"40","E","45","00593263","Northern Kentucky Toastmasters Club","Active","7","8","1","2","0","0","0","0","0","1","0","4","3","1","1","1",""
"40","E","45","01153372","Voice of Independence","Active","13","13","4","3","2","0","1","0","0","4","1","5","5","1","1","1",""
"40","E","45","04497479","Interior Voices","Active","6","9","2","0","0","0","0","0","0","4","5","1","2","0","0","0",""
"40","F","51","00003456","Standing Room Only","Active","10","8","1","0","0","0","0","0","0","2","0","0","0","1","1","1",""
"40","F","51","00641256","CIC Speaks Toastmasters Club","Active","31","28","7","4","2","2","1","1","0","4","2","5","4","1","1","1","S"
"40","F","51","01299268","Miami Masters Toastmasters Club","Suspended","7","9","2","0","0","0","0","0","0","4","7","1","1","0","1","0",""
"40","F","51","02705957","CIC Speaks Too","Active","21","20","6","4","0","0","1","1","0","4","6","6","5","1","1","1","D"
"40","F","51","02846914","Oxford Toastmasters","Active","15","11","1","0","0","0","0","0","0","1","0","3","2","1","1","1",""
"40","F","52","00004251","Cincinnati Talk In the Park","Active","16","16","2","1","0","0","1","0","0","1","0","5","5","1","1","1",""
"40","F","52","00008634","Ethicon Toastmasters Leaders In Speaking (TLS)","Active","12","11","2","0","0","0","0","0","0","4","1","1","0","1","1","1",""
"40","F","52","01160434","BTC (Building Tomorrow's Communicators)","Active","20","18","3","2","1","0","1","1","0","2","0","5","4","1","1","1",""
"40","F","52","02811841","BLAST (Blue Ash Speaking Team)","Active","12","8","1","0","0","0","0","0","0","3","0","2","1","1","1","1",""
"40","F","53","00005008","Mason Town Criers Toastmasters Club","Active","14","16","4","3","1","0","4","0","0","4","0","6","4","1","1","1",""
"40","F","53","00620518","Loveland SPEAKEASY","Active","9","11","2","1","0","0","0","0","0","4","3","4","2","1","1","1",""
"40","F","53","00642205","Anthem Express Club","Active","16","14","6","5","2","0","2","1","0","2","0","5","4","1","1","1",""
"40","F","53","07679377","Financially Speaking","Active","22","22","4","1","2","1","2","1","2","3","0","0","0","1","1","0",""
"40","F","54","00000870","Tri-County Toastmasters Club","Active","8","9","2","2","2","0","1","0","0","3","0","4","3","0","1","1",""
"40","F","54","00001578","Seven Hills of Cincinnati Toastmasters","Active","8","9","3","0","0","0","0","1","0","2","0","7","5","1","1","1",""
"40","F","54","01113018","Cincinnati Communicators","Suspended","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","F","54","04677366","Competitive Speakers Cincinnati","Active","15","12","1","0","0","0","0","0","0","2","0","4","2","1","1","1",""
"40","F","55","00000472","Cincinnati Toastmasters","Active","12","13","3","0","0","0","0","0","0","4","4","2","2","1","1","1",""
"40","F","55","00003804","The Kings Speech","Active","10","8","4","1","1","0","1","1","1","1","0","6","7","1","1","1",""
"40","F","55","00007780","1 Toast Of The Town, Kenwood Toastmasters Club","Active","14","11","2","0","0","0","0","0","0","4","2","5","2","1","1","1",""
"40","F","55","00008323","Wilmington Expressives","Low","9","5","4","3","2","0","2","1","0","3","0","6","5","0","0","1",""
"40","H","71","00000753","Nationwide","Active","14","10","2","1","0","0","1","0","0","4","3","1","1","1","0","1",""
"40","H","71","00005155","Down On Third Toastmasters Club","Ineligible","5","0","2","0","0","0","0","0","0","4","0","3","0","0","1","1",""
"40","H","71","00621016","Brewery District Club","Active","28","20","6","5","2","1","1","1","0","4","1","6","5","1","1","1","D"
"40","H","71","00952869","1RP Toastmasters - For AEP Employees and Contractors","Active","19","20","6","3","2","0","1","1","3","4","3","5","4","1","1","1","D"
"40","H","71","01029419","Uptown","Active","13","12","4","2","2","2","1","1","0","2","0","6","4","0","1","0",""
"40","H","72","00001802","Mid-Day Club","Active","20","18","2","0","0","0","0","0","0","4","5","1","0","1","1","0",""
"40","H","72","00008082","The Breakfast Club","Low","10","7","1","0","0","0","0","0","0","0","0","2","2","1","0","1",""
"40","H","72","00009099","Children's Hospital Club","Low","10","6","2","2","2","0","1","0","0","1","0","4","4","0","0","1",""
"40","H","72","01423343","City of Columbus","Active","20","20","8","4","2","1","2","1","0","4","6","5","5","1","1","1","S"
"40","H","72","05560103","Professional Speakers","Suspended","8","5","0","0","0","0","0","0","0","0","0","7","2","0","0","1",""
"40","H","73","00004915","Central Ohio Advanced Club","Active","11","9","4","1","1","0","2","1","0","2","0","5","5","1","1","1",""
"40","H","73","03375045","OHFA Toastmasters","Low","15","7","4","2","2","0","2","1","1","0","0","4","3","0","0","1",""
"40","H","73","06133241","Women With Voices","Suspended","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","73","06137312","Franklin County Communicators","Active","15","11","4","1","0","0","1","1","0","4","0","7","7","1","1","1",""
"40","H","73","06743347","Toastmasters International At OSU","Active","9","11","2","2","1","0","0","0","0","4","1","5","2","0","1","1",""
"40","H","74","00000959","Columbus Toastmasters Club","Active","0","8","2","0","0","0","0","0","0","4","6","0","2","1","1","0",""
"40","H","74","00001028","Worthington Toastmasters","Active","6","8","4","3","2","0","1","0","0","4","0","6","5","0","1","1",""
"40","H","74","00004695","Unity Club","Suspended","8","8","2","0","0","0","0","0","0","4","0","5","2","0","1","1",""
"40","H","74","07625804","We Speak Toastmasters","Ineligible","16","0","1","0","0","0","0","0","0","2","0","4","2","1","0","1",""
"40","H","75","00003885","Podium Pros Toastmasters Club","Active","20","27","10","4","2","2","3","1","1","4","11","5","5","1","1","1","P"
"40","H","75","00005156","Delaware Toastmasters","Active","20","22","4","3","2","1","1","0","0","4","4","5","3","1","1","1",""
"40","H","75","00656587","Polaris Toastmasters Club","Low","7","6","1","0","0","0","0","0","0","4","2","4","1","0","0","1",""
"40","H","75","02289063","Toast What Matters","Active","15","10","1","0","0","0","0","0","0","3","0","4","3","1","1","1",""
"40","H","75","03812990","Eagles Toastmasters","Active","9","14","4","1","0","0","0","0","0","4","5","4","5","0","1","1",""
