"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","CCs","Add. CCs","ACs","Add. ACs","CL/AL/DTMs","Add. CL/AL/DTMs","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s","Level 5s","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","A","03","00001740","Miami Valley Toastmasters","Active","16","13","4","0","0","0","0","1","1","1","0","0","0","0","0","2","0","5","6","1","1","1",""
"40","A","03","00002120","Kettering Toastmasters Club","Active","22","18","6","0","0","0","0","1","2","4","0","0","0","0","0","4","1","7","4","1","1","1",""
"40","A","03","00631540","Springboro Toastmasters","Active","13","14","8","1","0","1","0","1","1","3","2","0","1","1","0","4","0","6","5","1","1","1",""
"40","A","03","03797950","Teradata Toastmasters Club","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","A","04","00001238","Greenville Club","Active","13","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","1","1","1",""
"40","A","04","00004341","Lima Eye Openers Club","Active","8","8","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","4","0","0","1",""
"40","A","04","00005136","Grand Lake Toastmasters Club","Active","10","12","3","0","0","0","0","1","0","0","0","0","0","0","0","2","0","4","4","1","1","1",""
"40","A","04","00007241","Hi-Point Club","Active","10","11","3","0","0","1","0","0","0","0","0","0","0","0","0","2","0","5","4","1","1","1",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","Active","19","22","4","2","0","0","0","0","0","3","0","0","0","0","0","4","3","4","5","1","1","2",""
"40","A","04","04334989","Crown Toastmasters","Active","54","56","8","2","1","1","3","1","0","2","0","0","0","0","0","4","10","4","4","1","1","1",""
"40","A","04","05709494","Eight Bottles of Tide","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","A","05","00009297","Vandalia Toastmasters Club","Active","11","10","6","0","0","0","0","1","0","2","2","0","1","1","1","2","0","7","5","1","1","1",""
"40","A","05","00585063","Springfield Toastmasters Club","Active","12","15","9","0","0","0","0","1","1","3","2","0","2","1","1","4","2","5","5","1","1","1",""
"40","A","05","05124110","Miami County Toastmasters","Active","16","23","8","2","0","1","0","1","2","3","1","0","0","0","0","4","5","7","5","1","1","1",""
"40","A","05","06547513","Cause-Driven Toastmasters","Active","22","19","6","2","2","0","0","0","0","4","1","0","1","0","0","4","0","4","4","1","1","1",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","Active","20","43","4","0","0","0","0","0","0","2","1","0","0","0","0","4","28","7","5","1","1","1",""
"40","A","06","00001206","RELX Communicators","Active","13","16","6","0","0","1","0","0","0","2","1","0","1","1","1","4","2","5","5","1","1","1",""
"40","A","06","00001694","Dayton United Communicators Club","Active","33","27","9","1","0","1","4","1","5","4","2","2","2","2","2","4","1","6","5","1","1","1",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","Active","11","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","1",""
"40","A","06","02615720","WINning Communicators","Active","17","11","3","0","0","0","0","1","0","0","0","0","0","0","0","1","0","4","4","1","1","1",""
"40","B","11","00000214","Greater Columbus Toastmasters","Active","14","16","6","0","0","1","0","1","3","2","0","0","0","0","0","4","3","5","4","1","1","1",""
"40","B","11","00000859","Northwest Club","Active","26","28","5","0","0","1","0","0","0","2","1","0","0","0","0","4","5","4","5","1","1","1",""
"40","B","11","00004158","Hilliard Toastmasters Club","Active","15","21","7","1","0","1","0","1","2","0","0","0","0","0","0","4","8","4","4","1","1","1",""
"40","B","11","02451490","2Checkout","Active","9","13","7","0","0","1","0","1","1","2","1","0","0","0","0","4","4","4","7","1","1","1",""
"40","B","11","03374578","Dynamic  Growth Toastmasters","Active","10","8","5","0","0","1","0","1","1","1","0","0","0","0","0","4","2","0","2","0","1","1",""
"40","B","12","00002718","Masterminds At Grandview Yard","Active","14","12","3","1","0","0","0","1","0","0","0","0","0","0","0","4","1","2","0","0","1","1",""
"40","B","12","01015118","Masters of the Yard","Suspended","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","0","0","1",""
"40","B","12","03812990","Eagles Toastmasters","Active","18","21","6","0","0","1","0","1","1","0","0","0","0","0","0","4","4","2","2","1","1","1",""
"40","B","12","05819394","The Toastmasters At OSU Wexner Medical Center","Active","15","15","3","1","0","0","0","1","1","2","0","0","0","0","0","3","0","3","4","1","1","1",""
"40","B","12","06743347","Toastmasters International At OSU","Active","20","8","2","0","0","0","0","1","0","0","0","0","0","0","0","4","2","0","1","0","0","1",""
"40","B","13","00005156","Delaware Toastmasters","Active","11","16","3","0","0","0","0","0","0","1","0","0","0","0","0","4","3","6","7","1","1","1",""
"40","B","13","01293737","MY CATALYST TMC","Active","20","19","4","0","0","0","0","1","0","3","0","0","0","0","0","4","0","6","7","1","1","1",""
"40","B","13","01508639","Scotts Gro-Masters","Active","36","29","7","0","0","1","0","1","0","5","2","0","1","0","0","4","0","4","4","1","1","1",""
"40","B","13","01684414","Marysville E.C.H.O.S.","Active","20","17","7","2","2","1","1","1","8","0","0","0","0","0","0","1","0","7","7","0","0","1",""
"40","B","14","01131982","Premier Toastmasters","Active","39","32","10","2","2","1","2","1","4","9","2","2","1","1","0","4","4","4","4","1","1","1",""
"40","B","14","01276053","Essential To Leadership","Active","17","17","7","0","0","0","0","1","1","4","1","0","0","0","0","4","4","4","6","1","1","1",""
"40","B","14","06133241","Women With Voices","Active","13","30","3","0","0","0","0","0","0","0","0","0","0","0","0","4","21","6","1","0","1","1",""
"40","B","14","06722000","Wings With Voices","Active","14","10","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","6","6","1","1","1",""
"40","B","15","00000959","Columbus Toastmasters Club","Active","16","17","6","0","0","1","1","0","0","2","2","0","0","0","0","4","3","4","4","1","1","1",""
"40","B","15","00001028","Worthington Toastmasters","Active","21","16","4","0","0","0","0","1","0","2","1","0","0","0","0","4","2","5","4","1","1","1",""
"40","B","15","00004695","Unity Club","Active","20","18","5","0","0","1","1","0","0","0","0","0","0","0","0","4","1","5","5","1","1","1",""
"40","B","15","00004915","Central Ohio Advanced Club","Active","21","15","4","2","0","0","0","1","0","1","0","0","1","0","0","0","0","6","6","1","1","1",""
"40","B","15","01825615","Progressive Speaking Club","Active","20","14","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","4","5","0","1","1",""
"40","B","16","00000478","OCLC Toastmasters Club","Active","20","20","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0","1","1","1",""
"40","B","16","00002246","Excellcomm Club","Active","21","18","3","0","0","0","0","1","1","2","0","0","0","0","0","2","0","4","2","1","1","1",""
"40","B","16","00005447","Sawmill Toastmasters Club","Active","11","9","2","2","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","1","1","1",""
"40","B","16","02884105","Dublin Premier TM Club","Active","9","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1",""
"40","B","16","04181643","Dublin Advanced Toastmasters","Active","12","15","4","0","0","0","0","0","0","0","0","0","0","0","0","4","4","7","4","1","1","1",""
"40","C","21","00647621","SOAR Toastmasters Club","Active","39","31","4","0","0","1","0","1","0","3","1","0","0","0","0","4","2","4","1","0","1","1",""
"40","C","21","00656587","Polaris Toastmasters Club","Active","42","40","8","1","0","1","0","1","1","5","2","0","1","0","0","4","7","6","2","1","1","1",""
"40","C","21","01477745","TEAM Toastmasters Club","Active","18","16","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","5","6","0","1","1",""
"40","C","21","02289063","Toast What Matters","Active","24","30","10","2","0","1","1","1","2","4","2","0","1","1","1","4","11","5","4","1","1","1",""
"40","C","21","04309899","Toast of the Town","Active","22","18","4","1","0","0","0","1","1","3","0","0","0","0","0","1","0","6","5","1","1","1",""
"40","C","21","06414354","460° Toastmasters Club","Active","13","13","3","2","0","0","0","0","0","0","0","0","0","0","0","4","1","4","0","1","0","1",""
"40","C","22","00003182","New Albany Toastmasters","Active","13","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1",""
"40","C","22","00008226","Gahanna Club","Active","22","21","6","0","0","0","0","1","1","1","1","0","1","0","0","4","5","6","5","1","1","1",""
"40","C","22","01030644","Kilowattmasters","Active","17","21","4","1","0","0","0","1","1","1","0","0","0","0","0","4","0","3","0","1","1","1",""
"40","C","22","01293730","New Albany Communicators","Active","13","12","5","0","0","1","0","1","2","2","0","0","1","0","0","4","2","3","4","1","1","1",""
"40","C","22","06962119","Trane Columbus","Ineligible","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","C","22","07206254","CVG Toastmasters","Active","20","21","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1",""
"40","C","23","00000524","Franklin Club","Active","31","29","9","0","0","1","0","1","1","4","2","0","0","0","0","4","7","6","6","1","1","1",""
"40","C","23","00950432","Toaster Treats","Active","18","17","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1",""
"40","C","23","01045500","ICC Toastmasters Club","Ineligible","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","C","23","05412649","Toasterville","Active","14","16","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","1",""
"40","C","23","06137312","Franklin County Dept. of Job and Family Svcs.","Active","23","24","6","1","0","0","0","1","1","3","0","0","0","0","0","4","4","4","6","1","1","1",""
"40","C","23","07013386","Columbus VA Toastmasters","Ineligible","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1",""
"40","C","24","00003002","Columbus-Whitehall Club","Active","21","18","3","0","0","0","0","0","0","1","1","0","0","0","0","4","0","5","5","1","1","1",""
"40","C","24","00003885","Podium Pros Toastmasters Club","Active","33","36","9","2","2","1","1","1","1","3","2","0","0","0","0","4","10","3","2","1","1","1",""
"40","C","24","00588225","FearBreakers Toastmasters Club","Active","19","15","2","0","0","0","0","0","0","1","1","0","0","0","0","4","2","0","0","1","1","1",""
"40","C","24","02342070","Logistically Speaking","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","24","05954112","Morgan Stanley Columbus Toastmasters","Ineligible","13","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1",""
"40","C","24","07013391","Toastmasters Speech Therapy","Ineligible","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1",""
"40","C","25","00003500","AGOISSI Toastmasters Club","Active","36","34","8","2","0","1","1","1","0","2","1","0","0","0","0","4","8","6","7","1","1","1",""
"40","C","25","00007114","DFAS-CO Toastmasters Club","Active","20","23","5","0","0","1","0","0","0","2","1","0","1","0","0","4","4","5","4","1","1","1",""
"40","C","25","03537448","Shoe Lovers","Active","17","15","2","0","0","0","0","1","0","3","0","0","0","0","0","1","0","4","3","1","1","1",""
"40","C","25","04410308","Defensively Speaking","Active","12","13","3","1","0","0","0","1","0","0","0","0","0","0","0","3","0","4","4","0","1","1",""
"40","C","25","05560103","Professional Speakers","Active","15","16","10","1","0","1","0","1","0","5","2","1","2","1","1","4","4","5","5","1","1","1",""
"40","C","25","06070109","Trance Mission Toastmasters","Active","24","36","7","1","0","0","0","1","1","2","2","0","0","0","0","4","10","4","5","1","1","1",""
"40","D","31","00001861","Mt. Auburn Toastmasters","Active","3","10","5","0","0","1","0","1","0","0","0","0","0","0","0","4","3","5","6","1","1","1",""
"40","D","31","00008416","Articulate Revenuers Toastmasters Club","Active","10","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","1","1","1",""
"40","D","31","00742749","Kroger Food for Thought Club","Active","11","13","6","2","0","0","0","1","1","1","1","0","0","0","0","4","1","5","5","1","1","1",""
"40","D","31","01491854","A Toast to Genius","Active","17","21","2","1","0","0","0","0","0","1","0","0","0","0","0","4","3","4","1","1","1","1",""
"40","D","31","05522829","HCDC Entrepreneur Toastmasters Club","Active","13","12","2","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","1","1","1","1",""
"40","D","32","00008020","Bearcat Toastmasters Club","Active","17","13","3","0","0","0","0","0","0","3","1","0","1","1","0","1","0","4","4","1","1","1",""
"40","D","32","00009319","Cincinnati NIOSH Club","Active","10","19","4","0","0","0","0","0","0","0","0","0","0","0","0","4","5","4","4","1","1","1",""
"40","D","32","00922067","Environmentally Speaking","Active","20","17","3","1","0","0","0","1","0","3","1","0","0","0","0","3","0","6","5","1","1","1",""
"40","D","32","04411219","Healthy Toasters","Active","16","11","2","2","0","0","0","0","0","1","0","0","0","0","0","2","0","1","2","0","1","1",""
"40","D","33","00007083","Cheers Toastmasters","Active","17","20","4","1","0","0","0","1","0","1","0","0","0","0","0","4","3","4","5","1","1","1",""
"40","D","33","00009056","Speak With US","Active","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","3","0","0","1",""
"40","D","33","01655418","MSD Sewer Talk","Active","17","15","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1",""
"40","D","33","04680303","Cincinnati Toastados","Active","16","16","5","1","0","1","0","1","0","4","1","0","0","0","0","3","0","5","4","1","0","1",""
"40","D","33","06783256","Pathfinders","Active","20","14","4","0","0","1","0","1","0","0","0","0","0","0","0","2","0","4","4","1","0","1",""
"40","D","34","00003459","Great American Speakers Club","Active","34","38","9","2","1","1","2","1","0","6","1","0","1","0","0","4","6","5","5","1","1","1",""
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","Active","21","20","2","0","0","0","0","0","0","1","1","0","0","0","0","4","3","3","5","1","1","1",""
"40","D","34","00740572","Toastmasters On the Square Club (TOTS)","Active","17","12","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1",""
"40","D","34","03281199","Cincinnati Breakfast Club","Active","14","10","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","5","4","1","1","1",""
"40","D","35","00001249","West Hills Toastmasters Club","Active","18","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1","1","1",""
"40","D","35","00002142","Toast-N-Talk Club","Active","11","12","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","4","2","1","1","1",""
"40","D","35","00907534","FTMT on Campus","Active","31","44","6","2","2","0","0","1","0","3","0","0","0","0","0","4","14","0","0","1","1","1",""
"40","D","35","04887152","Paycor Toastmasters","Active","26","33","3","0","0","0","0","0","0","0","0","0","0","0","0","4","5","0","1","1","1","1",""
"40","E","41","00002391","Lexington Toastmasters Club","Active","14","20","4","0","0","0","0","0","0","1","0","0","0","0","0","4","4","5","6","1","1","2",""
"40","E","41","00002949","Sunrise Toastmasters Club","Active","22","21","3","0","0","0","0","0","0","2","1","0","0","0","0","4","0","4","4","1","1","2",""
"40","E","41","00004271","Bluegrass Toastmasters","Active","7","9","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","7","1","1","1",""
"40","E","41","03663553","Big Blue Toastmasters","Active","11","12","6","0","0","1","1","1","0","1","0","0","0","0","0","4","2","4","7","0","1","2",""
"40","E","42","00004097","Madco Club","Active","8","11","3","0","0","0","0","0","0","0","0","0","0","0","0","4","1","7","4","1","1","1",""
"40","E","42","00007305","Downtown Lunch Bunch Toastmasters Club","Active","9","18","6","0","0","0","0","1","1","0","0","0","0","0","0","4","5","4","5","1","1","2",""
"40","E","42","00007661","London KY Toastmasters Club","Active","9","12","9","0","0","1","1","1","1","6","0","0","0","0","0","4","8","6","6","1","1","1",""
"40","E","42","00008718","Lexington Leaders Club","Active","10","29","6","0","0","1","0","1","0","0","1","0","0","0","1","4","16","5","1","0","1","1",""
"40","E","43","00002730","Capital City Toastmasters","Active","15","15","5","2","0","1","1","0","0","3","0","0","0","0","0","3","0","5","4","1","1","1",""
"40","E","43","00005517","Lexmark Club","Active","8","11","8","0","0","1","0","1","3","4","0","0","0","1","0","4","3","7","7","1","1","1",""
"40","E","43","01990654","Midway Toastmasters","Active","20","20","9","2","0","1","2","1","6","7","2","1","4","2","0","4","1","7","7","1","1","2",""
"40","E","43","04435488","KYTC Speakers","Active","10","13","5","0","0","1","0","1","1","1","0","0","0","0","0","4","1","3","3","1","1","1",""
"40","E","43","07285845","Deloitte Frankfort Toastmasters Club","Active","29","29","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","1",""
"40","E","44","00000453","Pioneer Toastmasters Club","Active","15","19","5","0","0","0","0","0","0","5","2","1","1","0","0","4","1","7","4","1","1","1",""
"40","E","44","00001223","Triangle Toastmasters Club","Active","13","12","5","2","0","1","1","0","0","2","0","0","0","0","0","3","0","6","6","1","1","1",""
"40","E","44","00593263","Northern Kentucky Toastmasters Club","Active","12","10","3","0","0","0","0","1","0","3","2","0","1","0","0","2","0","6","0","1","1","1",""
"40","E","44","01153372","Voice of Independence","Active","20","20","5","0","0","1","0","1","1","0","1","0","0","0","0","4","3","5","2","1","1","1",""
"40","E","44","04497479","Interior Voices","Active","12","13","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","1","1","1",""
"40","E","44","06754142","Toyota Performance Speakers (TPS) - Part II","Active","21","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","F","51","00641256","CIC Speaks Toastmasters Club","Active","49","41","10","2","1","1","0","1","4","6","2","2","1","1","1","4","5","4","5","1","1","1",""
"40","F","51","01299268","Miami Masters Toastmasters Club","Active","11","34","5","0","0","0","0","1","0","3","0","0","0","0","0","4","22","7","7","1","1","2",""
"40","F","51","02705957","CIC Speaks Too","Active","25","24","4","2","0","0","0","1","0","1","0","0","0","0","0","3","0","7","6","1","1","1",""
"40","F","51","02846914","Oxford Toastmasters","Active","23","18","4","2","0","1","0","0","0","1","0","0","0","0","0","0","0","5","5","1","1","1",""
"40","F","52","00001578","Seven Hills of Cincinnati Toastmasters","Active","12","17","3","1","0","0","0","0","0","0","0","0","0","0","0","4","3","7","7","1","1","1",""
"40","F","52","01160434","BTC (Building Tomorrow's Communicators)","Active","29","25","4","2","0","0","0","0","0","1","0","0","0","0","0","4","0","4","4","1","1","1",""
"40","F","52","02811841","BLAST (Blue Ash Speaking Team)","Active","18","20","5","0","0","0","0","1","0","3","0","0","0","0","0","4","5","7","5","1","1","1",""
"40","F","52","04677366","Competitive Speakers Cincinnati","Active","14","12","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","5","1","1","1",""
"40","F","53","00000870","Tri-County Toastmasters Club","Active","9","10","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","4","1","0","1",""
"40","F","53","00004251","Park 42","Active","15","20","6","2","0","1","0","1","0","1","0","0","0","0","0","4","3","4","4","1","1","1",""
"40","F","53","00006444","Springdale Communicators Toastmasters Club","Active","10","9","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","4","4","1","1","1",""
"40","F","53","01113018","Cincinnati Communicators","Active","13","32","4","0","0","0","0","0","0","0","0","0","0","0","0","4","17","4","5","1","1","1",""
"40","F","53","06981988","Freedom Express","Active","20","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1",""
"40","F","54","00003426","CinToast Club","Active","18","22","4","1","0","0","0","1","0","0","0","0","0","0","0","4","4","1","0","1","1","1",""
"40","F","54","00003456","Standing Room Only","Active","11","12","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","1","0","1",""
"40","F","54","00008634","Wry Toasters Club","Active","12","9","1","0","0","0","0","0","0","1","0","0","0","0","0","2","0","2","1","1","1","1",""
"40","F","54","04763540","WCI Orators","Active","8","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",""
"40","F","54","05492489","Financially Speaking","Suspended","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","G","61","00000526","Lancaster Toastmasters Club","Active","11","9","3","0","0","0","0","1","0","3","1","0","0","0","0","1","0","5","5","1","1","1",""
"40","G","61","00707357","The Athenian Toastmasters Club","Active","17","12","3","0","0","0","0","0","0","1","0","0","0","0","0","4","0","7","4","1","1","1",""
"40","G","61","01052127","Morgan County Communicators","Active","11","8","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","6","5","0","0","1",""
"40","G","61","06501246","Copeland Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","G","62","00002869","Huntington Centennial Toastmasters Club","Active","16","18","3","1","0","0","0","0","0","0","0","0","0","0","0","4","3","5","7","1","1","1",""
"40","G","62","01371065","CASCI Toastmasters","Active","28","23","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","1","0","1",""
"40","G","62","05989860","P-Town Toastmasters","Active","13","7","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","4","0","1","1",""
"40","G","62","06977905","Mountain Movers","Active","20","22","2","0","0","0","0","0","0","1","0","0","0","0","0","3","0","5","4","1","1","1",""
"40","G","63","00002005","Toastmasters of South Charleston","Active","15","14","6","1","0","1","1","1","2","0","0","0","0","0","0","3","0","5","6","1","1","1",""
"40","G","63","00002891","Ohio Valley Toastmasters, Formerly Ted Romine Toastmasters","Active","5","9","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","1","1","1",""
"40","G","63","00006455","Charleston Toastmasters","Active","3","9","4","0","0","0","0","0","0","0","0","0","0","0","0","4","7","5","5","0","1","1",""
"40","G","63","01117305","Toastmasters Beckley","Active","13","12","1","1","0","0","0","0","0","0","0","0","0","0","0","4","2","4","1","0","0","1",""
"40","H","71","00005093","Battelle Toastmasters Club","Active","12","17","6","2","2","0","0","0","0","1","0","0","0","0","0","4","6","6","4","1","1","1",""
"40","H","71","00005155","Down On Third Toastmasters Club","Active","15","14","4","2","2","0","0","0","0","0","0","0","0","0","0","2","0","5","4","1","1","1",""
"40","H","71","00009099","Children's Hospital Club","Active","12","10","3","0","0","0","0","1","1","1","0","0","0","0","0","2","0","5","6","0","0","1",""
"40","H","71","00621016","Brewery District Club","Active","48","48","10","2","4","1","1","1","11","4","1","0","0","0","0","4","16","5","5","1","1","1",""
"40","H","71","06987800","UHE Toastmasters","Active","21","9","3","0","0","0","0","1","0","1","0","0","0","1","0","1","0","4","0","1","0","1",""
"40","H","71","07219299","Radiant Toastmasters","Active","22","22","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","1","1","1",""
"40","H","72","00008739","TM at Pickerington Club","Active","20","22","2","1","0","0","0","0","0","0","0","0","0","0","0","4","3","5","3","1","1","1",""
"40","H","72","02116422","Hikma Professionals","Active","13","16","2","0","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1",""
"40","H","72","05168204","Grove City Toastmasters","Active","10","12","2","0","0","0","0","0","0","2","1","0","0","0","0","3","0","5","4","1","1","1",""
"40","H","72","06662386","Manheim Ohio Toastmasters","Active","18","14","4","1","0","0","0","1","3","1","0","0","0","0","0","4","0","4","0","0","1","1",""
"40","H","72","07181320","NetJets TAS Toastmasters","Active","43","48","2","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","1","1","1",""
"40","H","73","00001802","Mid-Day Club","Active","34","30","6","0","0","0","0","1","1","4","2","0","0","0","0","3","0","5","5","1","1","1",""
"40","H","73","00008082","The Breakfast Club","Active","17","15","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","1","1","1",""
"40","H","73","00952869","1RP Toastmasters - For AEP Employees and Contractors","Active","31","36","8","0","0","1","0","1","1","4","1","0","0","0","0","4","10","5","5","1","1","1",""
"40","H","73","05214693","Toastmasters Central","Active","25","21","6","2","0","0","0","1","0","2","0","0","0","0","0","4","4","5","4","1","1","1",""
"40","H","73","06820870","Arena Bricklayers","Active","25","19","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","1","1","1",""
"40","H","74","00000753","Nationwide","Active","21","36","3","1","0","0","0","0","0","0","0","0","0","0","0","4","14","6","2","1","1","1",""
"40","H","74","01029419","Uptown","Active","14","19","9","0","0","1","0","1","2","1","1","0","1","1","1","4","5","6","5","1","1","1",""
"40","H","74","01423343","City of Columbus","Active","23","21","7","2","0","0","0","1","1","1","1","0","0","0","0","4","4","5","5","1","1","1",""
"40","H","74","03375045","OHFA Toastmasters","Active","13","11","5","1","0","1","0","1","1","2","0","0","0","0","0","2","0","5","7","1","1","1",""
"40","H","75","00000511","Newark-Granville Club 511","Active","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1",""
"40","H","75","03646317","ENCORE Toastmasters","Active","23","17","3","0","0","0","0","0","0","2","1","0","1","1","0","0","0","5","6","1","1","1",""
"40","H","75","04507513","Diversity Toasters of Central Ohio","Active","20","10","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","4","1","0","1",""
"40","H","75","06098333","Reynoldsburg Toastmasters","Active","26","12","4","1","0","1","1","0","0","1","0","0","0","0","0","2","0","4","5","1","1","1",""
"40","H","75","06123296","Coshocton Toastmasters","Active","12","8","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","1","0","1",""
"40","H","75","07211129","ascena IT Masters","Active","27","30","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","1",""
"40","I","81","00002289","T.A.L.K. Club","Active","18","13","3","1","0","0","0","0","0","3","2","0","0","0","0","2","0","6","4","1","1","1",""
"40","I","81","00620518","Loveland SPEAKEASY","Active","10","15","4","0","0","1","0","0","0","2","0","0","0","0","0","4","3","6","4","1","1","1",""
