"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","CCs","Add. CCs","ACs","Add. ACs","CL/AL/DTMs","Add. CL/AL/DTMs","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","B","13","01293737","MY CATALYST TMC","Active","14","18","6","2","0","1","0","1","0","4","11","5","3","1","1","1",""
"40","B","13","01508639","Scotts Gro-Masters","Active","42","27","6","0","0","0","0","1","2","4","11","4","4","1","1","1","D"
"40","B","13","01684414","Marysville E.C.H.O.S.","Active","29","22","5","1","0","0","0","1","6","4","1","7","7","1","0","1","D"
"40","B","14","00000214","Greater Columbus Toastmasters","Active","18","12","6","0","0","1","1","1","4","2","0","6","6","1","1","1",""
"40","B","14","00000478","OCLC Toastmasters Club","Active","17","18","3","0","0","0","0","0","0","4","5","0","1","1","1","1",""
"40","B","14","01131982","Premier Toastmasters","Active","36","23","7","2","2","0","0","1","1","4","12","4","3","1","1","1","S"
"40","B","14","01276053","Essential To Leadership","Active","9","11","3","0","0","0","0","0","0","4","5","7","2","1","0","1",""
"40","B","14","02884105","Dublin Premier TM Club","Active","20","11","1","1","0","0","0","0","0","4","2","0","1","1","1","0",""
"40","B","15","00001028","Worthington Toastmasters","Active","16","12","5","0","0","0","0","1","1","4","3","5","5","1","1","1",""
"40","B","15","00004695","Unity Club","Active","25","19","7","0","0","1","1","1","0","4","5","5","6","1","1","1",""
"40","B","15","00749359","Anthem Toastmasters On High Club","Active","20","11","4","1","0","0","0","1","0","4","1","4","4","1","1","1",""
"40","B","15","01825615","Progressive Speaking Club","Active","19","18","9","2","0","1","1","1","1","4","14","6","6","1","1","1",""
"40","B","15","02525618","Quantum Health TM Club","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","21","00647621","SOAR Toastmasters Club","Active","40","37","5","1","0","0","0","1","0","4","18","6","6","1","0","1","D"
"40","C","21","00656587","Polaris Toastmasters Club","Active","36","24","8","2","2","0","0","1","4","4","10","5","4","1","1","1","S"
"40","C","21","00830650","Five Points Toastmasters","Suspended","9","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1",""
"40","C","21","01477745","TEAM Toastmasters Club","Active","13","8","3","0","0","0","0","1","0","4","5","6","0","1","1","0",""
"40","C","21","02289063","Toast What Matters","Active","34","18","7","2","1","0","0","1","2","4","9","6","4","1","1","1",""
"40","C","21","04309899","Toast of Dublin","Active","20","21","1","0","0","0","0","0","0","1","0","0","1","1","1","1",""
"40","C","22","00003182","New Albany Toastmasters","Active","25","21","5","2","0","0","0","1","0","4","0","6","4","1","1","1","D"
"40","C","22","00008226","Gahanna Club","Active","15","27","4","1","0","0","0","0","0","4","11","6","5","1","1","1",""
"40","C","22","01030644","AEP Kilowattmasters","Active","17","13","5","0","0","1","0","1","0","4","3","5","5","1","1","1",""
"40","C","22","01293730","New Albany Communicators","Active","9","15","5","0","0","0","0","1","0","4","5","5","5","1","1","1","D"
"40","C","23","00000524","Franklin Club","Active","31","32","6","1","0","0","0","1","1","4","7","7","5","1","1","1","D"
"40","C","23","00950432","Toaster Treats","Active","20","14","2","2","0","0","0","1","0","1","0","0","0","1","1","0",""
"40","C","23","01045500","ICC Toastmasters Club","Active","20","10","4","2","1","0","0","0","0","4","8","3","0","0","1","1",""
"40","C","23","01816734","Call IT","Active","11","19","2","0","0","0","0","0","0","4","12","0","0","0","1","0",""
"40","C","23","02671639","Visionmasters East","Active","9","10","3","0","0","0","0","0","0","4","0","5","5","1","1","1",""
"40","C","24","00003552","North Star Club","Active","15","7","1","0","0","0","0","0","0","0","0","5","4","0","0","0",""
"40","C","24","00003885","Podium Pros Toastmasters Club","Active","32","34","7","2","1","1","0","1","2","4","10","4","0","1","1","1","S"
"40","C","24","00588225","FearBreakers Toastmasters Club","Active","15","7","3","2","1","0","0","0","0","4","2","0","0","1","0","1",""
"40","C","24","02342070","Logistically Speaking","Active","22","19","7","2","0","1","0","1","2","4","4","1","0","1","1","1",""
"40","C","25","00003002","Columbus-Whitehall Club","Active","20","12","4","0","0","0","0","1","3","4","3","6","3","1","1","1",""
"40","C","25","00003500","AGOISSI Toastmasters Club","Active","27","33","10","2","3","1","1","1","3","4","16","7","7","1","1","1","P"
"40","C","25","00007114","DFAS-CO Toastmasters Club","Active","9","14","5","1","0","1","0","0","0","4","4","7","4","1","1","1","D"
"40","C","25","00585924","Textbook Talkers Toastmasters Club","Suspended","10","0","3","0","0","1","0","1","2","0","0","3","0","0","0","1",""
"40","C","25","00950446","Flying Toasters Club","Active","7","6","2","2","0","0","0","0","0","4","0","2","1","0","0","0",""
"40","C","25","03537448","Shoe Lovers","Active","22","32","3","0","0","0","0","0","0","4","20","4","0","1","1","1",""
"40","D","31","00001249","West Hills Toastmasters Club","Active","16","15","0","1","0","0","0","0","0","3","0","0","5","1","1","0",""
"40","D","31","00742749","Kroger Food for Thought Club","Active","18","14","5","2","0","0","0","1","2","4","8","0","3","1","1","0",""
"40","D","31","00784864","Speak 2 Connect","Active","12","6","0","0","0","0","0","0","0","1","0","2","1","0","0","1",""
"40","D","31","01491854","A Toast to Genius","Active","13","13","8","2","0","1","1","1","1","4","2","5","5","1","1","1",""
"40","D","32","00001861","Mt. Auburn Toastmasters","Active","12","8","6","2","2","0","0","1","2","3","0","4","5","0","1","1",""
"40","D","32","00006474","High Achievers Toastmasters Club","Active","12","9","6","2","0","1","0","1","2","2","0","5","4","0","1","1",""
"40","D","32","00009319","Cincinnati NIOSH Club","Active","12","14","2","0","0","0","0","0","0","4","1","5","1","1","1","1",""
"40","D","32","00922067","Environmentally Speaking","Active","33","31","7","2","1","0","0","1","6","4","8","5","6","1","1","1","S"
"40","D","32","04411219","Healthy Toasters","Active","20","13","0","0","0","0","0","0","0","1","0","0","3","1","1","0",""
"40","D","33","00002126","Downtown Toastmasters Club","Active","24","18","5","1","0","1","0","1","1","4","0","3","4","1","1","1",""
"40","D","33","00007083","Cheers Toastmasters","Active","20","15","6","2","0","1","0","1","0","4","3","5","4","1","1","1",""
"40","D","33","00009056","Speak With US","Active","28","17","6","0","0","1","0","1","3","4","4","3","1","1","1","1",""
"40","D","33","01655418","MSD Sewer Talk","Active","20","19","3","2","0","0","0","0","0","4","1","1","4","0","1","1",""
"40","D","33","04497479","Interior Voices","Active","23","23","1","0","0","0","0","0","0","0","0","0","0","0","1","1",""
"40","D","34","00002142","Toast-N-Talk Club","Active","8","6","2","0","0","1","0","0","0","4","0","3","3","0","0","1",""
"40","D","34","00003459","Great American Speakers Club","Active","34","29","10","2","2","1","3","1","5","4","10","4","6","1","1","1","P"
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","Active","23","18","5","1","0","1","0","1","2","4","1","4","3","1","1","1",""
"40","D","34","00735462","WE Speak","Suspended","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","34","00740572","Toastmasters On the Square Club (TOTS)","Active","18","22","5","0","0","1","0","1","0","4","10","5","0","1","1","1","D"
"40","D","35","00000453","Pioneer Toastmasters Club","Active","24","22","6","2","0","1","3","1","0","3","0","4","4","1","1","1","D"
"40","D","35","00008020","Bearcat Toastmasters Club","Active","24","15","4","0","0","0","0","1","0","4","3","5","5","1","1","1",""
"40","D","35","00008416","Articulate Revenuers Toastmasters Club","Active","11","12","3","2","0","0","0","0","0","1","0","5","5","1","1","1",""
"40","D","35","03812905","Clear Speakers","Active","30","20","4","0","0","0","0","0","0","4","5","6","6","1","1","1",""
"40","D","36","00001223","Triangle Toastmasters Club","Active","20","13","7","2","1","0","0","1","1","4","5","6","5","1","1","1",""
"40","D","36","00593263","Northern Kentucky Toastmasters Club","Active","19","17","3","0","0","1","0","0","0","4","3","6","2","1","1","1",""
"40","D","36","01153372","Voice of Independence","Active","20","8","3","2","0","0","0","0","0","1","0","4","4","1","0","1",""
"40","D","36","03281199","Cincinnati Breakfast Club","Active","21","13","6","2","0","0","0","1","1","4","1","5","5","1","1","1",""
"40","D","36","04069984","Widgets of Ah's","Active","20","9","3","0","0","0","0","1","1","0","0","6","2","1","1","1",""
"40","D","36","04345950","Toyota Performance Speakers (TPS)","Active","20","26","3","0","0","0","0","0","0","4","2","0","5","1","1","1",""
"40","E","41","00002391","Lexington Toastmasters Club","Active","19","12","6","0","0","1","0","1","0","4","8","7","4","1","1","2",""
"40","E","41","00002949","Sunrise TM Club","Active","29","23","7","2","1","0","0","1","3","4","5","5","4","1","1","2","S"
"40","E","41","01990654","Midway Toastmasters","Active","11","11","8","2","1","1","1","1","4","4","1","6","5","1","1","2",""
"40","E","41","03663553","Big Blue Toastmasters","Active","20","23","3","1","0","0","0","1","0","3","0","0","6","1","1","1",""
"40","E","42","00004097","Madco Club","Active","13","11","2","1","0","1","0","0","0","1","0","4","3","0","1","1",""
"40","E","42","00007661","Kentucky Foothills Toastmaster Club","Active","12","16","5","0","0","1","0","1","1","4","2","4","1","1","1","2",""
"40","E","42","00008718","Lexington Leaders Club","Active","23","16","7","2","2","0","0","1","0","4","9","4","6","1","1","1",""
"40","E","42","02110152","EKU Toastmasters","Active","10","4","5","2","0","1","0","1","3","4","2","7","0","0","0","2",""
"40","E","43","00002730","Capital City Club","Active","23","15","8","2","0","1","2","1","5","4","0","7","7","1","1","2",""
"40","E","43","00004271","Bluegrass Toastmasters","Active","21","14","2","1","0","0","0","0","0","3","0","6","5","1","1","2",""
"40","E","43","00005517","Lexmark Club","Active","19","19","3","1","0","0","0","0","0","4","6","2","4","1","1","1",""
"40","E","43","00007305","Downtown Lunch Bunch Toastmasters Club","Active","13","10","4","1","0","1","0","1","0","4","1","3","3","0","1","2",""
"40","F","51","00000870","Tri-County Toastmasters Club","Active","16","10","4","2","0","0","0","0","0","4","2","4","4","1","1","1",""
"40","F","51","00003804","A Toast of Blue Ash Club (ATOBA)","Active","11","9","2","0","0","0","0","0","0","4","1","5","2","1","1","1",""
"40","F","51","00620518","Loveland SPEAKEASY","Active","23","17","4","0","0","0","0","1","2","3","0","4","4","1","1","1",""
"40","F","51","00642205","Anthem Express Club","Active","17","18","8","1","0","1","1","1","1","4","4","5","5","1","1","1",""
"40","F","51","01596003","Toast-It Notes","Active","9","8","4","0","0","0","0","1","1","3","0","6","6","1","1","1",""
"40","F","51","04193961","Voice of Confidence","Active","35","15","1","0","0","0","0","0","0","1","0","0","5","1","1","1",""
"40","F","52","00001941","Anderson Hills Toastmasters Club","Active","10","12","3","0","0","0","0","0","0","4","2","4","4","1","1","1",""
"40","F","52","00002289","T.A.L.K. Club","Active","11","9","3","1","0","0","0","1","0","3","0","7","6","1","1","1",""
"40","F","52","00009523","TV Toastmasters Club","Active","24","24","7","0","0","1","1","1","0","4","10","6","5","1","1","1","S"
"40","F","52","00922409","Midland Ace's Club","Active","30","23","5","0","0","0","0","1","2","4","3","5","6","1","1","1","D"
"40","F","52","00922412","Modern Voices Club","Active","25","22","7","2","0","1","1","1","1","4","2","2","4","1","1","1","S"
"40","F","52","02100477","Brown County Toastmasters","Active","24","16","2","1","0","0","0","0","0","4","0","3","2","1","1","1",""
"40","F","53","00000472","Cincinnati Club","Active","21","20","7","1","0","1","0","1","1","4","4","5","7","1","1","1","S"
"40","F","53","00001578","Seven Hills of Cincinnati Toastmasters","Active","8","10","3","1","0","0","0","0","0","4","0","4","6","1","1","1",""
"40","F","53","00007780","1 Toast Of The Town, Kenwood Toastmasters Club","Active","21","11","3","0","0","0","0","0","0","4","3","6","4","1","1","1",""
"40","F","53","00008119","ACE Toastmasters","Active","20","16","7","0","0","1","0","1","1","4","4","7","5","1","1","1",""
"40","F","53","00907534","FTMT on Campus","Active","36","39","8","2","2","0","0","1","1","4","16","4","4","1","1","2","S"
"40","F","53","01381778","Gyro Communicators","Active","23","26","2","0","0","0","0","0","0","4","10","0","0","1","1","0",""
"40","F","54","00003456","Standing Room Only","Active","12","10","5","0","0","1","0","1","0","4","1","7","5","1","1","1",""
"40","F","54","00006444","Springdale Communicators Toastmasters Club","Active","10","14","7","2","2","0","0","1","0","4","6","6","5","1","1","1",""
"40","F","54","00641256","CIC Speaks Toastmasters Club","Active","25","19","8","2","1","1","0","1","5","4","14","4","6","1","1","1",""
"40","F","54","01299268","Miami Masters Toastmasters Club","Active","15","27","4","1","0","0","0","0","0","4","20","5","7","1","1","2",""
"40","F","54","02705957","CIC Speaks Too","Active","28","23","9","2","0","1","1","1","4","4","14","4","6","1","1","1","P"
"40","F","54","02846914","Oxford Toastmasters Club","Active","21","16","4","1","0","0","0","1","0","4","3","4","4","1","0","1",""
"40","F","55","00003426","CinToast Club","Active","18","16","6","2","1","1","0","1","0","4","4","3","1","1","1","1",""
"40","F","55","00005008","Mason Town Criers Toastmasters Club","Active","15","13","2","1","0","0","0","0","0","4","2","3","4","1","1","1",""
"40","F","55","00008323","Wilmington Expressives","Active","13","7","4","2","0","1","0","0","0","0","0","5","6","1","0","1",""
"40","F","55","00935335","Gift of Speech Club","Active","10","13","3","1","0","0","0","0","0","4","5","0","1","1","1","1",""
"40","F","55","01113018","Cincinnati Communicators","Active","20","18","4","2","2","0","0","0","0","4","2","5","3","1","1","1",""
"40","F","55","04677366","Competitive Speakers Cincinnati","Active","20","23","1","0","0","0","0","0","0","0","0","0","0","0","1","1",""
"40","F","56","00004251","Park 42","Active","20","11","1","0","0","0","0","0","0","2","0","0","2","1","1","1",""
"40","F","56","00008634","Wry Toasters Club","Active","15","20","5","1","0","0","0","1","0","4","7","4","5","1","1","1","D"
"40","F","56","00621796","GE Toasters","Active","20","12","5","1","0","0","0","1","1","4","1","6","5","1","1","1",""
"40","F","56","01160434","BTC (Building Tomorrow's Communicators)","Active","36","22","6","2","1","0","0","1","0","4","6","4","4","1","1","1","D"
"40","F","56","02811841","BLAST (Blue Ash Speaking Team)","Active","25","15","6","2","0","1","0","1","0","4","4","3","5","1","1","1",""
"40","F","56","03349744","Distinguished Defenders","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","G","61","00707357","The Athenian Toastmasters Club","Active","17","9","5","2","0","0","0","1","0","4","3","4","4","1","0","1",""
"40","G","61","00826327","Camp Sherman Club","Suspended","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","G","61","01052127","Morgan County Communicators","Active","13","10","4","1","0","1","1","0","0","4","0","3","4","1","1","1",""
"40","G","61","01280179","The Tom Starr Toastmasters Club At The Schey Sales Centre","Active","32","0","1","0","0","0","0","0","0","4","0","1","0","0","0","0",""
"40","G","61","04100644","State Street Toastmasters","Active","20","9","3","2","0","0","0","0","0","4","0","7","1","1","1","1",""
"40","G","62","00002869","Huntington Centennial Toastmasters Club","Active","12","13","5","2","0","1","0","0","0","4","2","7","4","1","1","1",""
"40","G","62","00002891","Ohio Valley Toastmasters, Formerly Ted Romine Toastmasters","Active","14","8","1","0","0","0","0","0","0","0","0","6","0","1","1","1",""
"40","G","62","00004113","Marietta Toastmasters","Suspended","9","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0",""
"40","G","62","02271948","Speakers Advantage","Active","12","10","5","0","0","0","0","1","1","4","0","4","4","1","1","1",""
"40","G","63","00002005","Dobson - Craddock Toastmasters","Active","13","10","5","0","0","1","0","1","1","3","0","4","4","1","1","1",""
"40","G","63","00006455","Charleston Toastmasters","Active","7","5","1","0","0","0","0","0","0","4","0","3","1","1","0","0",""
"40","G","63","01117305","Toastmasters Beckley","Active","19","19","4","0","0","0","0","1","0","4","2","4","4","1","1","1",""
"40","G","63","01371065","CASCI Toastmasters","Active","25","0","2","0","0","1","0","0","0","2","0","1","1","1","0","1",""
"40","H","71","00005093","Battelle Toastmasters Club","Active","21","12","3","0","0","0","0","1","0","4","3","5","2","1","1","1",""
"40","H","71","00005155","Down On Third Toastmasters Club","Active","12","9","3","0","0","0","0","0","0","4","2","7","6","1","0","1",""
"40","H","71","00009099","Children's Hospital Club","Active","14","8","4","2","0","0","0","0","0","4","1","5","4","1","1","1",""
"40","H","71","00621016","Brewery District Club","Active","26","37","9","2","2","1","0","1","1","4","18","5","4","1","1","1","P"
"40","H","72","00001745","Columbus Communicators","Active","12","11","5","1","0","0","0","1","0","4","5","6","4","1","1","1",""
"40","H","72","00008739","TM at Pickerington Club","Active","18","19","7","0","0","1","0","1","1","4","4","6","4","1","1","1",""
"40","H","72","00994399","The Elite Yack Club","Active","15","11","2","0","0","0","0","1","0","3","0","4","0","1","1","1",""
"40","H","72","02116422","BIRI Toastmasters","Active","26","25","7","2","0","1","0","1","1","4","2","6","4","1","1","1","S"
"40","H","72","02330346","Night Crawlers TM Club","Suspended","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","72","04410308","Defensively Speaking","Active","20","21","2","0","0","0","0","0","0","1","0","0","4","1","1","1",""
"40","H","73","00001802","Mid-Day Club","Active","48","29","9","2","1","1","1","1","1","4","4","4","4","1","1","1","P"
"40","H","73","00008082","The Breakfast Club","Active","38","29","5","2","1","1","0","1","0","4","2","4","0","1","1","1","D"
"40","H","73","00952869","AEP Toastmasters - For AEP Employees and Contractors","Active","27","24","6","1","0","0","0","1","2","4","9","4","4","1","1","1","D"
"40","H","73","01029504","AEP Power Speakers","Suspended","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","73","03646317","ENCORE Toastmasters","Active","21","22","9","2","0","1","1","1","1","4","8","7","7","1","1","1","P"
"40","H","74","00000753","Nationwide","Active","45","22","9","2","1","1","2","1","2","4","5","6","4","1","1","1","P"
"40","H","74","01029419","Uptown","Active","19","12","7","1","0","1","1","1","3","4","1","6","4","1","1","1",""
"40","H","74","01423343","City of Columbus","Active","24","16","7","2","1","0","0","1","1","4","8","4","5","1","1","1",""
"40","H","74","03375045","OHFA Toastmasters","Active","14","6","2","1","0","1","0","1","0","3","0","4","1","0","0","2",""
"40","H","74","04181643","Dublin Advanced Toastmasters","Active","20","20","7","2","0","1","1","1","1","2","0","6","7","1","1","1","S"
"40","H","75","00000511","Newark-Granville Club 511","Active","20","13","5","0","0","1","0","1","0","4","1","5","4","1","1","1",""
"40","H","75","00000526","Lancaster Toastmasters Club","Active","15","13","5","1","0","0","0","1","1","4","3","5","5","0","1","1",""
"40","H","75","00002698","The Good Neighbor Toastmasters Club","Active","15","16","5","2","0","0","0","1","3","1","0","7","4","1","1","1",""
"40","H","75","01254252","The New Frontiers","Active","13","8","2","0","0","1","0","0","0","1","0","0","0","1","0","1",""
"40","H","75","04507513","Diversity Toasters of Central Ohio","Active","20","20","1","0","0","0","0","0","0","0","0","0","0","0","1","1",""
