"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","CCs","Add. CCs","ACs","Add. ACs","CL/AL/DTMs","Add. CL/AL/DTMs","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","A","09","01216711","CMG Headliners","Active","6","10","3","0","0","0","0","0","0","4","7","2","1","1","1","1",""
"40","A","09","01323782","Deloitte Dayton Office Toastmasters","Active","19","8","3","1","0","0","0","0","0","4","3","4","4","1","1","1",""
"40","A","09","02158270","Heartbeat Toastmasters","Active","28","21","7","2","1","0","0","1","3","4","12","4","5","1","1","2","S"
"40","A","09","02615720","WINning Communicators","Active","28","24","0","1","0","0","0","0","0","3","0","2","5","1","1","0",""
"40","B","11","00000859","Northwest Club","Active","23","12","6","2","0","0","0","1","0","4","8","6","6","1","1","1",""
"40","B","11","00004158","Hilliard Toastmasters Club","Active","11","16","9","2","0","1","2","1","2","4","6","6","6","1","1","1","P"
"40","B","11","00004915","Central Ohio Advanced Club","Active","16","11","7","2","0","1","1","1","1","2","0","7","7","1","1","1",""
"40","B","11","00005093","Battelle Toastmasters Club","Active","24","16","4","0","0","0","0","1","0","4","8","6","3","1","1","1",""
"40","B","11","02116422","BIRI Toastmasters","Active","26","27","3","2","0","0","0","0","0","3","0","5","7","1","1","1",""
"40","B","12","00002718","Toastmasters @ Tuttle  #2718","Active","25","22","9","2","3","1","0","1","2","4","7","6","4","1","1","1","P"
"40","B","12","01015118","Nationwide Rings Road","Active","17","9","3","1","0","0","0","1","0","4","0","5","0","1","1","1",""
"40","B","12","01029419","Uptown","Active","11","13","6","1","0","1","2","1","1","4","0","6","2","1","1","1",""
"40","B","12","01149175","Trailblazers","Active","6","7","6","2","0","0","0","1","2","4","4","3","3","1","0","1",""
"40","B","13","00007241","Hi-Point Club","Active","13","13","3","1","0","0","0","0","0","4","4","1","2","1","1","1",""
"40","B","13","01293737","MY CATALYST TMC","Active","20","10","5","1","0","0","0","1","1","4","2","6","4","1","1","1",""
"40","B","13","01508639","Scotts Gro-Masters","Active","40","36","8","2","0","1","0","1","2","4","8","7","4","1","1","1","S"
"40","B","13","01684414","Marysville E.C.H.O.S.","Active","20","27","8","2","2","0","0","1","4","4","9","7","7","1","0","1","S"
"40","B","13","02451490","2Checkout","Active","21","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1",""
"40","B","14","00000214","The Greater Columbus Toastmasters","Active","24","15","7","1","0","1","3","1","2","4","3","5","5","1","1","1",""
"40","B","14","00000478","OCLC Toastmasters Club","Active","20","20","6","1","0","0","0","1","3","4","8","4","7","0","1","1","D"
"40","B","14","01131982","Premier Toastmasters","Active","49","40","7","2","0","0","0","1","5","4","14","5","6","1","1","1","S"
"40","B","14","01276053","Essential To Leadership","Active","20","13","7","0","0","1","0","1","1","4","4","5","5","1","1","1",""
"40","B","15","00001028","Worthington Toastmasters","Active","15","8","3","1","0","0","0","0","0","4","4","4","2","1","1","1",""
"40","B","15","00004695","Unity Club","Active","21","21","5","1","0","0","0","1","0","4","4","6","5","1","1","1","D"
"40","B","15","00005447","Sawmill Toastmasters Club","Active","20","12","3","1","0","0","0","0","0","4","3","4","4","1","1","1",""
"40","B","15","00749359","Anthem Toastmasters On High Club","Active","20","18","6","0","0","0","0","1","1","4","5","6","4","1","1","1",""
"40","C","21","00647621","SOAR Toastmasters Club","Active","20","14","5","1","0","0","0","1","1","4","3","6","4","1","1","1",""
"40","C","21","00656587","Polaris Toastmasters Club","Active","28","40","10","2","2","1","1","1","3","4","20","6","5","1","1","1","P"
"40","C","21","01477745","Friendly Financiers","Active","12","13","3","1","0","0","0","0","0","4","3","4","4","1","1","1",""
"40","C","21","02289063","Toast What Matters","Active","28","23","6","1","0","1","0","1","0","4","8","7","6","1","1","1","D"
"40","C","22","00003182","New Albany Toastmasters","Active","30","22","3","1","0","0","0","1","4","3","0","4","3","1","1","1",""
"40","C","22","00008226","Gahanna Club","Active","23","25","7","1","0","1","0","1","3","4","6","5","7","1","1","1","S"
"40","C","22","01293730","New Albany Communicators","Active","21","17","6","0","0","1","0","1","2","4","2","4","4","1","1","1",""
"40","C","22","01351987","Safe Auto Diamond Voices","Active","21","28","10","2","3","1","1","1","9","4","5","6","6","1","1","1","P"
"40","C","22","02264945","Central Ohio Veterans TM Club","Suspended","26","0","2","0","0","0","0","1","1","0","0","1","0","0","0","1",""
"40","C","23","00000524","Franklin Club","Active","31","33","10","2","3","1","1","1","3","4","12","7","4","1","1","1","P"
"40","C","23","00000959","Columbus Toastmasters Club","Active","12","21","7","0","0","1","0","1","1","4","11","4","4","1","1","1","S"
"40","C","23","00004300","Achievement In Speaking Club","Suspended","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","C","23","01030644","AEP Kilowattmasters","Active","21","15","3","2","1","0","0","0","0","4","2","4","2","1","1","1",""
"40","C","23","01045500","ICC Toastmasters Club","Active","25","16","4","0","0","0","0","0","0","4","15","4","4","1","0","1",""
"40","C","24","00003885","Podium Pros Toastmasters Club","Active","37","27","10","2","4","1","1","1","2","4","8","7","5","1","1","1","P"
"40","C","24","00005156","Delaware Toastmasters","Active","15","11","3","0","0","1","0","0","0","2","0","5","4","1","1","1",""
"40","C","24","00008739","TM at Pickerington Club","Active","15","16","8","2","1","1","0","1","2","4","5","5","5","1","1","1",""
"40","C","24","00588225","FearBreakers Toastmasters Club","Active","23","2","2","0","0","0","0","0","0","4","3","3","0","1","0","1",""
"40","C","24","02525618","Quantum Health TM Club","Active","26","20","3","0","0","0","0","0","0","4","7","4","0","1","1","1",""
"40","C","25","00003552","North Star Club","Active","14","15","4","1","0","0","0","1","0","4","3","7","4","1","1","1",""
"40","C","25","00585924","Textbook Talkers Toastmasters Club","Active","28","21","5","2","1","1","1","0","0","4","0","6","1","1","1","1","D"
"40","C","25","00950432","Toaster Treats","Active","19","20","3","0","0","0","0","0","0","4","6","5","2","0","1","1",""
"40","C","25","00950446","Flying Toasters Club","Active","11","10","1","0","0","1","0","0","0","1","0","4","2","0","0","1",""
"40","D","31","00001249","West Hills Toastmasters Club","Active","16","16","3","1","0","0","0","1","0","4","0","5","2","1","1","1",""
"40","D","31","00742749","Kroger Food for Thought Club","Active","24","17","6","1","0","0","0","1","1","4","4","4","4","1","1","1",""
"40","D","31","00784864","Speak 2 Connect","Active","7","10","2","0","0","0","0","0","0","4","1","5","3","1","1","1",""
"40","D","31","01491854","A Toast to Genius","Active","14","6","1","0","0","0","0","0","0","4","0","1","0","0","0","1",""
"40","D","32","00001861","Mt. Auburn Toastmasters","Active","9","6","3","0","0","1","0","0","0","0","0","6","5","1","1","1",""
"40","D","32","00006474","High Achievers Toastmasters Club","Active","17","12","8","2","0","1","1","1","2","4","1","5","4","1","1","1",""
"40","D","32","00009319","Cincinnati NIOSH Club","Active","16","10","2","1","0","0","0","0","0","1","0","4","6","1","1","1",""
"40","D","32","00922067","Environmentally Speaking","Active","32","29","9","2","2","1","1","1","4","4","3","5","4","1","1","1","P"
"40","D","32","01176584","The Voice of US","Active","8","0","1","0","0","0","0","0","0","2","0","4","1","1","0","1",""
"40","D","33","00002126","Downtown Toastmasters Club","Active","28","24","3","0","0","0","0","0","0","4","5","6","1","1","1","1",""
"40","D","33","00007083","Cheers Toastmasters","Active","20","23","9","2","3","1","0","1","4","4","6","7","5","1","1","1","P"
"40","D","33","00009056","Speak With US","Active","14","26","5","2","0","0","0","1","0","4","12","3","5","1","1","1","D"
"40","D","33","00780791","A Matter of Speaking Toastmasters Club","Active","6","6","1","0","0","0","0","0","0","0","0","0","0","1","1","1",""
"40","D","33","01655418","MSD Sewer Talk","Active","21","25","7","2","0","0","0","1","2","4","7","4","6","1","1","1","S"
"40","D","34","00002142","Toast-N-Talk Club","Active","22","13","6","2","0","1","0","1","1","4","0","5","3","1","1","1",""
"40","D","34","00003459","Great American Speakers Club","Active","31","32","10","2","4","1","2","1","7","4","9","5","4","1","1","1","P"
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","Active","14","20","8","2","1","1","0","1","3","4","14","4","5","1","1","1","S"
"40","D","34","00735462","i-Speak Club","Active","14","8","4","2","0","1","0","1","0","1","0","4","3","1","0","1",""
"40","D","34","00740572","Toastmasters On the Square Club (TOTS)","Active","21","13","3","2","0","0","0","0","0","4","0","6","0","1","1","1",""
"40","D","35","00000453","Pioneer Toastmasters Club","Active","19","16","3","2","0","1","0","0","0","1","0","6","4","1","1","0",""
"40","D","35","00008020","Bearcat Toastmasters Club","Active","28","15","3","0","0","0","0","0","0","4","3","6","4","1","1","1",""
"40","D","35","00008416","Articulate Revenuers Toastmasters Club","Active","11","13","4","0","0","1","0","0","0","4","0","4","4","1","1","1",""
"40","D","35","00819783","Cincinnati State Toastmasters Club","Active","9","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0",""
"40","D","36","00001223","Triangle Toastmasters Club","Active","21","14","9","2","1","1","2","1","1","4","5","7","6","1","1","1",""
"40","D","36","00593263","Northern Kentucky Toastmasters Club","Active","12","6","1","0","0","0","0","0","0","1","0","0","2","1","0","1",""
"40","D","36","01153372","Voice of Independence","Active","21","19","6","0","0","1","1","1","1","4","2","4","1","1","1","1",""
"40","D","36","01492783","Northern Narrators","Active","16","2","2","0","0","0","0","1","0","4","3","0","0","0","0","1",""
"40","E","41","00002391","Lexington Toastmasters Club","Active","20","14","4","1","0","0","0","1","1","4","0","7","0","1","1","1",""
"40","E","41","00002949","Sunrise TM Club","Active","32","26","2","1","0","0","0","0","0","4","7","1","1","1","1","0",""
"40","E","41","00004942","Bluegrass Advanced Toastmasters Club","Suspended","6","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0",""
"40","E","41","01990654","Midway Toastmasters","Active","19","0","2","1","0","0","0","0","0","4","1","6","0","1","0","1",""
"40","E","42","00004097","Madco Club","Active","7","11","4","0","0","0","0","0","0","4","6","4","4","1","1","1",""
"40","E","42","00004271","TM of The Bluegrass Club","Active","26","17","1","0","0","0","0","0","0","4","2","6","1","1","1","0",""
"40","E","42","00007661","Clark County Toastmasters Club","Active","13","14","7","2","0","1","2","1","1","4","2","4","0","1","1","2",""
"40","E","42","00008718","Lexington Leaders Club","Active","12","11","1","0","0","0","0","0","0","3","0","4","0","1","1","1",""
"40","E","42","02110152","EKU Toastmasters","Active","6","5","4","2","1","0","0","1","1","4","0","7","0","0","0","1",""
"40","E","43","00002730","Capital City Club","Active","22","25","8","2","2","0","0","1","5","4","4","7","7","1","1","1","S"
"40","E","43","00005517","Lexmark Club","Active","14","10","1","0","0","0","0","0","0","4","0","3","0","1","1","0",""
"40","E","43","00007305","Downtown Lunch Bunch Toastmasters Club","Active","15","12","1","0","0","0","0","0","0","3","0","5","2","1","1","1",""
"40","E","43","01183543","Georgetown Royal Toastmasters","Suspended","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","F","51","00003804","A Toast of Blue Ash Club","Active","7","6","1","0","0","0","0","0","0","1","0","2","3","1","1","1",""
"40","F","51","00620518","IP/XPEDX SPEAKEASY","Active","30","36","5","1","0","0","0","1","1","4","12","4","3","1","1","1","D"
"40","F","51","00642205","Anthem Express Club","Active","20","15","4","0","0","0","0","1","3","4","3","5","3","1","1","1",""
"40","F","51","01596003","Toast-It Notes","Active","10","8","4","2","0","0","0","1","0","4","1","4","2","1","1","1",""
"40","F","51","02811841","BLAST (Blue Ash Speaking Team)","Active","10","27","2","0","0","0","0","0","0","4","2","0","4","0","1","1",""
"40","F","52","00001941","Anderson Hills Toastmasters Club","Active","10","13","4","1","0","0","0","1","1","4","1","2","3","1","1","1",""
"40","F","52","00002289","T.A.L.K. Club","Active","15","14","5","0","0","1","0","1","0","4","0","4","4","1","1","1",""
"40","F","52","00009523","TV Toastmasters Club","Active","21","25","5","0","0","0","0","1","1","4","6","3","6","1","1","1","D"
"40","F","52","00922409","Midland Ace's Club","Active","42","31","6","2","1","0","0","1","3","4","6","1","4","1","1","1","D"
"40","F","52","00922412","Modern Voices Club","Active","34","30","6","2","0","1","0","1","0","4","8","5","3","1","1","1","D"
"40","F","52","01547441","SHPeak","Suspended","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","F","52","02100477","Brown County Toastmasters","Active","20","18","2","0","0","0","0","0","0","4","2","0","0","1","1","1",""
"40","F","53","00000472","Cincinnati Club","Active","26","32","6","0","0","0","0","1","1","4","16","6","6","1","1","1","D"
"40","F","53","00001578","Seven Hills Toastmasters","Active","17","9","4","0","0","0","0","1","0","4","3","4","4","1","1","1",""
"40","F","53","00007780","A Toast Of The Town, Kenwood Toastmasters Club","Active","20","11","3","0","0","0","0","1","0","2","0","4","4","1","1","1",""
"40","F","53","00008119","ACE Toastmasters","Active","19","17","6","2","1","0","0","1","2","4","0","6","7","1","1","1",""
"40","F","53","00907534","FTMT on Campus","Active","16","14","3","1","0","0","0","0","0","4","3","7","5","1","1","1",""
"40","F","53","01381778","Gyro Communicators","Active","36","38","3","0","0","0","0","0","0","4","6","0","0","1","1","1",""
"40","F","54","00000870","Tri-County Toastmasters Club","Active","23","22","7","0","0","1","0","1","1","4","8","5","6","1","1","1","S"
"40","F","54","00003456","Standing Room Only","Active","11","10","3","0","0","1","0","0","0","4","0","3","5","1","1","1",""
"40","F","54","00006444","Springdale Communicators Toastmasters Club","Active","10","15","9","2","2","1","0","1","2","4","5","5","7","1","1","1","P"
"40","F","54","00641256","CIC Speaks Toastmasters Club","Active","38","24","8","2","1","1","0","1","2","4","19","4","4","1","1","1","S"
"40","F","54","01287825","WCT Talkers","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","F","54","01299268","Miami Masters Toastmasters Club","Active","6","15","3","0","0","0","0","0","0","4","22","0","1","1","1","1",""
"40","F","54","02705957","CIC Speaks Too","Active","6","21","6","0","0","1","1","1","2","4","9","0","7","1","1","0","D"
"40","F","54","02846914","Oxford Toastmasters Club","Active","6","19","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"40","F","55","00003426","CinToast Club","Active","25","15","6","0","0","1","1","1","0","4","3","5","5","1","1","1",""
"40","F","55","00005008","Mason Town Criers Toastmasters Club","Active","9","9","5","0","0","1","0","1","0","4","0","5","4","1","1","1",""
"40","F","55","00008323","Wilmington Expressives","Active","14","7","3","0","0","1","0","0","0","0","0","6","6","1","1","1",""
"40","F","55","00935335","Gift of Speech Club","Active","10","8","2","0","0","0","0","0","0","4","1","3","0","1","1","1",""
"40","F","55","01113018","Cincinnati Communicators","Active","10","11","6","0","0","0","0","1","3","4","8","5","7","1","1","1",""
"40","F","56","00004251","Park 42","Active","14","13","4","1","0","0","0","1","0","4","2","4","4","1","1","1",""
"40","F","56","00008634","Wry Toasters Club","Active","7","6","1","0","0","0","0","0","0","1","0","3","0","1","1","1",""
"40","F","56","00621796","GE Toasters","Active","26","20","5","1","0","1","0","1","1","4","3","6","2","1","1","1","D"
"40","F","56","01160434","BTC (Building Tomorrow's Communicators)","Active","28","17","7","2","0","0","0","1","4","4","8","5","4","1","1","1","S"
"40","F","56","01797148","Macy's ToastmaSTARS","Active","10","4","1","1","0","0","0","0","0","0","0","0","2","1","0","1",""
"40","G","61","00004113","Marietta Toastmasters","Active","7","8","6","2","0","1","0","1","2","2","0","7","7","1","1","1",""
"40","G","61","00707357","The Athenian Toastmasters Club","Active","11","11","3","0","0","0","0","0","0","4","3","5","7","1","1","1",""
"40","G","61","01052127","Morgan County Communicators","Active","15","13","3","0","0","0","0","0","0","4","1","4","4","1","1","1",""
"40","G","61","01280179","The Tom Starr Toastmasters Club At The Schey Sales Centre","Active","12","8","2","0","0","0","0","0","0","4","2","6","4","1","1","0",""
"40","G","62","00002005","Dobson - Craddock Toastmasters","Active","20","21","8","1","0","1","1","1","1","4","5","4","4","1","1","1","S"
"40","G","62","00002869","Huntington Centennial Toastmasters Club","Active","8","7","0","0","0","0","0","0","0","2","0","4","2","0","1","0",""
"40","G","62","01225451","Toastmasters Unlimited","Suspended","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","G","62","01813782","Brickstreet 1","Suspended","22","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0",""
"40","G","62","01813855","Brickstreet 2","Suspended","18","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0",""
"40","G","62","02271948","Speakers Advantage","Active","18","20","0","0","0","0","0","0","0","3","0","0","0","0","0","0",""
"40","G","63","00002891","Ted Romine Toastmasters Club","Active","16","11","2","0","0","0","0","0","0","4","0","4","0","1","1","1",""
"40","G","63","00006455","Charleston Toastmasters","Active","9","18","4","0","0","1","0","0","0","4","6","4","0","1","1","1",""
"40","G","63","01117305","Toastmasters Beckley","Active","8","6","1","1","0","0","0","0","0","1","0","1","1","1","1","1",""
"40","G","63","01371065","CASCI Toastmasters","Active","27","24","3","2","3","0","0","0","0","2","0","6","0","1","0","1",""
"40","H","71","00005155","Down On Third Toastmasters Club","Active","24","16","6","0","0","1","0","1","2","4","3","6","5","1","1","1",""
"40","H","71","00009099","Children's Hospital Club","Active","8","7","3","0","0","1","0","0","0","1","0","7","4","1","1","1",""
"40","H","71","00621016","Brewery District Club","Active","34","26","8","2","4","0","0","1","1","4","13","6","6","1","1","1","S"
"40","H","71","01423343","City of Columbus","Active","21","20","5","1","0","0","0","1","1","4","2","6","5","1","1","1","D"
"40","H","72","00000526","Lancaster Toastmasters Club","Active","8","9","1","1","0","0","0","0","0","1","0","4","1","1","1","1",""
"40","H","72","00000753","Nationwide","Active","53","34","3","0","0","0","0","0","0","4","5","4","1","1","1","1",""
"40","H","72","00826327","Camp Sherman Club","Active","12","10","2","0","0","0","0","0","0","4","0","5","2","1","1","1",""
"40","H","72","00994399","The Elite Yack Club","Active","30","22","2","1","0","0","0","1","0","3","0","5","1","1","1","1",""
"40","H","72","02330346","Night Crawlers TM Club","Active","23","11","0","0","0","0","0","0","0","3","0","0","0","1","0","0",""
"40","H","73","00001745","Columbus Communicators","Active","15","9","2","0","0","0","0","1","0","4","3","1","4","0","1","0",""
"40","H","73","00001802","Mid-Day Club","Active","43","37","9","2","0","1","2","1","2","4","20","4","4","1","1","1","P"
"40","H","73","00008082","The Breakfast Club","Active","33","29","6","0","0","1","0","1","2","4","5","4","1","1","1","1","D"
"40","H","73","00952869","AEP Toastmasters","Active","28","21","6","1","0","0","0","1","1","4","10","4","4","1","1","1","D"
"40","H","73","01029504","AEP Power Speakers","Active","25","11","4","1","0","1","0","1","1","2","0","2","1","1","1","1",""
"40","H","74","00003002","Columbus-Whitehall Club","Active","21","16","5","0","0","1","0","1","0","4","3","5","4","1","1","1",""
"40","H","74","00003500","AGOISSI Toastmasters Club","Active","31","23","7","2","0","0","0","1","2","4","5","6","6","1","1","1","S"
"40","H","74","00007114","DFAS-CO Toastmasters Club","Active","17","12","4","0","0","0","0","0","0","4","6","7","4","1","1","1",""
"40","H","74","00830650","Five Points Toastmasters","Suspended","10","3","0","0","0","0","0","0","0","0","0","4","3","0","0","1",""
"40","H","75","00000257","Zanesville Toastmasters Club","Suspended","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","75","00000511","Moundbuilders Club","Active","22","16","6","1","0","1","0","1","3","4","2","5","6","1","1","1",""
"40","H","75","00002698","The Good Neighbor Toastmasters Club","Active","22","22","6","1","0","0","0","1","1","4","7","5","5","1","1","1","D"
"40","H","75","01254252","The New Frontiers","Active","24","16","4","0","0","0","0","1","2","4","1","3","4","1","1","1",""
"40","H","76","00002246","Excellcomm Club","Active","18","12","3","1","0","1","0","0","0","0","0","6","4","1","1","1",""
"40","H","76","01816734","Words of Wisdom Toastmasters","Active","17","15","4","0","0","0","0","1","0","4","4","5","0","1","1","1",""
"40","H","76","01825615","Progressive Speaking Club","Active","20","10","5","2","1","0","0","0","0","4","5","4","5","1","1","1",""
"40","H","76","02342070","Logistically Speaking","Active","31","24","2","0","0","0","0","0","0","4","0","3","0","1","1","1",""
"40","H","76","02671639","Visionmasters East","Active","31","22","1","0","0","0","0","0","0","4","3","0","2","1","1","0",""
