"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s, Level 5s, or DTM award","Add. Level 4s, Level 5s, or DTM award","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","B","15","01293737","MY CATALYST TMC","Active","14","12","5","3","2","0","2","1","0","3","0","6","6","1","1","1",""
"40","B","15","01508639","Scotts Gro-Masters","Active","20","10","5","2","1","0","2","1","1","3","0","5","7","1","0","1",""
"40","B","15","01684414","Marysville E.C.H.O.S.","Ineligible","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","B","15","07282093","Honda North America (HNA) Toastmasters","Active","38","23","1","2","0","0","0","0","0","2","0","5","6","1","1","0",""
"40","B","15","07330683","TM-one Toastmasters","Active","12","12","3","0","0","0","0","0","0","4","3","5","6","0","1","1",""
"40","C","21","00000524","Franklin Club","Active","23","14","9","6","2","3","4","1","3","4","0","4","7","1","1","1",""
"40","C","21","04309899","Toast of the Town","Low","13","7","2","2","1","0","0","0","0","2","0","5","7","1","0","1",""
"40","C","21","07437506","Time 2 Toast","Suspended","5","0","0","0","0","0","0","0","0","0","0","3","7","0","0","1",""
"40","C","21","07836455","Rise Higher Advanced Toastmasters Club","Active","20","20","2","0","0","0","0","0","0","0","0","0","6","1","1","1",""
"40","C","22","00000511","Newark-Granville Club 511","Active","12","8","2","0","0","0","0","1","0","0","0","1","7","1","1","1",""
"40","C","22","00003182","New Albany Toastmasters","Active","12","12","2","0","0","0","0","0","0","4","1","1","7","1","1","1",""
"40","C","22","01293730","New Albany Communicators","Active","9","11","3","1","1","0","0","0","0","4","3","7","7","1","1","1",""
"40","C","22","06070109","Trance Mission Toastmasters","Active","27","8","4","0","1","0","0","1","2","3","0","7","7","1","0","1",""
"40","C","22","07206254","CVG Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","23","00647621","SOAR Toastmasters Club","Active","26","19","1","0","0","0","0","0","0","0","0","4","7","0","0","1",""
"40","C","23","01477745","TEAM Toastmasters Club","Active","19","8","2","0","0","0","0","0","0","1","0","5","6","1","1","1",""
"40","C","23","05214693","Toastmasters Central","Suspended","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","23","07181320","NetJets TAS Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","23","07519962","Huntington Easton Toastmasters","Ineligible","19","3","1","0","0","0","0","0","0","4","0","0","0","0","0","0",""
"40","C","24","00008226","Gahanna Club","Active","20","13","4","1","0","0","1","0","0","4","4","7","7","1","0","1",""
"40","C","24","01030644","Kilowattmasters","Low","11","6","0","0","0","0","0","0","0","2","0","3","5","0","0","1",""
"40","C","24","03646317","ENCORE Toastmasters","Active","20","14","7","4","2","1","2","1","2","1","0","5","7","1","1","1",""
"40","C","24","06098333","Reynoldsburg Toastmasters","Active","20","16","6","4","2","0","1","0","0","4","5","7","7","1","1","1",""
"40","C","24","07211129","ascena IT Masters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","25","00003002","Columbus-Whitehall Club","Active","15","11","4","0","0","0","0","1","1","1","0","7","7","1","1","1",""
"40","C","25","00003500","AGOISSI Toastmasters Club","Active","26","21","9","6","2","2","2","1","7","4","1","7","7","1","1","1","P"
"40","C","25","00007114","DFAS-CO Toastmasters Club","Low","13","7","1","1","1","0","0","0","0","3","0","5","6","0","0","1",""
"40","C","25","03537448","Shoe Lovers","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","25","04410308","Defensively Speaking","Active","12","14","5","5","2","1","1","1","1","2","0","3","7","1","1","1",""
"40","D","31","00009319","Cincinnati NIOSH Club","Active","14","11","4","2","2","1","1","1","0","1","0","7","7","1","1","1",""
"40","D","31","00907534","FTMT on Campus","Suspended","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","31","05522829","HCDC Entrepreneur Toastmasters Club","Active","20","12","3","1","2","0","1","0","0","4","3","4","1","1","1","1",""
"40","D","31","07335430","Givaudan Toastmasters","Active","34","22","4","4","2","0","0","0","0","3","0","7","4","1","1","1",""
"40","D","32","00008020","Bearcat Toastmasters Club","Active","12","14","6","3","1","0","1","1","1","4","4","7","7","1","1","1",""
"40","D","32","00922067","Environmentally Speaking","Active","15","11","6","5","2","2","1","1","0","2","0","5","4","1","1","1",""
"40","D","32","04887152","Paycor Toastmasters","Active","15","18","6","8","2","2","0","0","0","4","3","5","4","1","1","1",""
"40","D","33","00007083","Cheers Toastmasters","Active","18","13","8","5","2","2","2","1","0","4","1","5","5","1","1","1",""
"40","D","33","00742749","Kroger Food for Thought Club","Active","5","8","2","0","0","0","0","0","0","4","2","4","4","0","0","1",""
"40","D","33","01491854","A Toast to Genius","Active","15","9","2","1","0","0","0","0","0","4","0","4","4","0","0","1",""
"40","D","33","07754349","Digital Declaratives Toastmasters","Ineligible","22","0","0","0","0","0","0","0","0","1","0","3","1","0","0","0",""
"40","D","34","00003459","Great American Speakers Club","Active","30","30","10","4","2","2","4","1","4","4","7","6","4","1","1","1","P"
"40","D","34","00009056","Speak With US","Suspended","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0",""
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","Active","26","18","7","4","2","1","2","1","1","0","0","6","4","1","1","1",""
"40","D","34","00740572","Toastmasters On the Square Club (TOTS)","Ineligible","11","1","1","0","0","0","0","0","0","2","0","3","0","1","0","1",""
"40","D","35","00001249","West Hills Toastmasters Club","Low","9","7","0","0","0","0","0","0","0","3","0","3","2","0","0","0",""
"40","D","35","00002142","Toast-N-Talk Club","Active","8","9","1","1","0","0","0","0","0","3","0","6","6","0","0","1",""
"40","D","35","01655418","MSD Sewer Talk","Active","12","9","0","0","0","0","0","0","0","0","0","5","1","1","1","0",""
"40","D","35","03281199","Cincinnati Breakfast Club","Suspended","5","1","0","0","0","0","0","0","0","2","0","3","3","0","0","1",""
"40","D","35","04680303","Spanish Bilingual Toastmasters Cincinnati","Suspended","16","0","3","3","0","0","0","0","0","4","0","5","4","1","0","1",""
"40","E","41","00002391","Lexington Toastmasters Club","Active","11","10","1","0","0","0","0","0","0","4","3","0","2","0","0","1",""
"40","E","41","00002949","Sunrise Toastmasters Club","Active","18","17","1","1","0","0","0","0","0","3","0","1","4","1","1","2",""
"40","E","41","00005517","Lexmark Club","Active","23","21","3","0","0","0","0","0","0","4","2","4","5","1","1","1",""
"40","E","41","03663553","Big Blue Toastmasters","Low","12","3","1","0","0","0","0","0","0","2","0","6","4","0","0","2",""
"40","E","42","00004097","Madco Club","Active","12","13","2","1","0","0","0","0","0","4","0","1","2","1","1","1",""
"40","E","42","00007305","Downtown Lunch Bunch Toastmasters Club","Active","8","9","0","0","0","0","0","0","0","3","0","0","2","0","0","1",""
"40","E","42","00007661","London KY Toastmasters Club","Suspended","7","0","3","0","0","0","4","1","3","1","0","3","1","0","0","1",""
"40","E","42","00008718","Lexington Leaders Club","Suspended","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","E","43","00002730","Capital City Toastmasters","Active","14","11","2","0","1","0","1","0","0","1","0","5","6","1","1","1",""
"40","E","43","01990654","Midway Toastmasters","Active","21","17","8","4","2","3","4","1","8","3","0","7","7","1","1","2",""
"40","E","43","04435488","KYTC Speakers","Active","13","8","1","1","0","0","0","0","0","0","0","5","4","0","0","1",""
"40","E","43","07285845","Deloitte Frankfort Toastmasters Club","Ineligible","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","E","44","00000453","Pioneer Toastmasters Club","Active","20","14","7","5","2","2","1","1","2","1","0","4","5","1","1","1",""
"40","E","44","00001223","Triangle Toastmasters Club","Low","8","6","4","3","1","0","1","1","1","3","0","7","7","1","0","1",""
"40","E","44","00008416","Articulate Revenuers Toastmasters Club","Active","15","9","2","0","0","0","0","0","0","1","0","5","4","1","1","1",""
"40","E","44","00593263","Northern Kentucky Toastmasters Club","Low","8","7","1","0","0","0","1","1","0","2","0","3","5","0","0","1",""
"40","E","45","01153372","Voice of Independence","Active","20","12","6","2","2","0","2","1","0","4","0","7","7","1","1","1",""
"40","E","45","04497479","Interior Voices","Low","12","6","1","1","1","0","0","0","0","0","0","2","1","1","0","1",""
"40","E","45","07640352","Healthy Voices Toastmasters Club","Ineligible","18","0","1","0","0","0","0","0","0","2","0","4","0","1","0","1",""
"40","F","51","00003456","Standing Room Only","Active","9","10","0","0","0","0","0","0","0","2","0","2","1","1","1","0",""
"40","F","51","01299268","Miami Masters Toastmasters Club","Low","7","7","1","0","2","0","1","0","0","3","0","0","5","0","0","1",""
"40","F","51","02846914","Oxford Toastmasters","Active","16","14","3","1","0","0","0","0","0","4","3","4","4","1","1","1",""
"40","F","51","06981988","Freedom Express","Ineligible","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","F","51","07012778","Toastmasters of All Abilities","Suspended","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","F","52","01160434","BTC (Building Tomorrow's Communicators)","Active","20","17","4","2","1","0","0","1","0","4","0","7","7","1","1","1",""
"40","F","52","02811841","BLAST (Blue Ash Speaking Team)","Active","20","12","5","2","2","0","3","1","0","2","0","7","5","1","0","1",""
"40","F","52","04677366","Competitive Speakers Cincinnati","Active","19","15","2","0","0","0","0","0","0","1","0","7","6","1","1","1",""
"40","F","53","00004251","Park 42","Active","11","13","3","4","1","0","1","0","0","2","0","5","4","1","1","1",""
"40","F","53","00008634","Ethicon Toastmasters Leaders In Speaking (TLS)","Active","9","12","1","0","0","0","0","0","0","4","1","4","0","1","1","0",""
"40","F","53","00641256","CIC Speaks Toastmasters Club","Active","46","29","7","4","2","0","1","1","3","4","3","6","6","1","1","1","S"
"40","F","53","02705957","CIC Speaks Too","Active","26","20","5","3","1","0","1","1","1","4","2","7","6","1","1","1","D"
"40","F","54","00000870","Tri-County Toastmasters Club","Active","8","8","4","1","1","0","1","1","1","3","0","6","6","1","0","1",""
"40","F","54","00001578","Seven Hills of Cincinnati Toastmasters","Active","13","8","3","0","0","0","0","0","0","4","1","7","7","0","1","1",""
"40","F","54","00003426","CinToast Club","Suspended","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","F","54","01113018","Cincinnati Communicators","Active","14","14","6","5","2","2","2","0","0","3","0","4","5","1","1","1",""
"40","F","54","04763540","WCI Orators","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","G","61","00000526","Lancaster Toastmasters Club","Ineligible","5","0","2","1","0","0","1","1","1","3","0","5","0","0","0","1",""
"40","G","61","00008739","TM at Pickerington Club","Low","13","6","0","1","0","0","0","0","0","2","0","1","0","0","0","1",""
"40","G","61","00707357","The Athenian Toastmasters Club","Active","9","11","1","0","0","0","0","0","0","3","0","4","0","1","1","1",""
"40","G","61","06751540","Pickaway Toastmasters","Low","12","7","0","0","0","0","0","0","0","2","0","0","0","0","0","0",""
"40","G","62","00002869","Huntington Centennial Toastmasters Club","Active","11","8","0","0","0","0","0","0","0","3","0","1","0","1","0","0",""
"40","G","62","00006455","River Cities Toastmasters","Ineligible","3","0","1","0","0","0","0","0","0","4","1","2","0","1","0","0",""
"40","G","62","06977905","Mountain Movers","Active","10","9","2","0","0","0","0","0","0","4","1","0","0","0","1","1",""
"40","G","63","00002005","Toastmasters of South Charleston","Active","11","9","1","0","0","0","0","0","0","2","0","4","0","1","1","1",""
"40","G","63","00002891","Ohio Valley Toastmasters, Formerly Ted Romine Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","G","63","01117305","Toastmasters Beckley","Suspended","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","G","63","01371065","CASCI Toastmasters","Ineligible","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","71","00000753","Nationwide","Active","21","12","2","0","0","0","0","0","0","4","3","5","2","1","1","1",""
"40","H","71","00005155","Down On Third Toastmasters Club","Low","8","5","1","0","1","0","0","0","0","1","0","5","4","0","0","1",""
"40","H","71","00621016","Brewery District Club","Active","29","26","7","13","2","1","3","1","0","4","1","7","7","1","1","1","S"
"40","H","71","00952869","1RP Toastmasters - For AEP Employees and Contractors","Active","24","18","6","3","2","0","0","1","0","4","6","5","5","1","1","1",""
"40","H","71","01029419","Uptown","Active","13","9","3","4","0","0","0","0","0","3","0","5","5","0","1","1",""
"40","H","72","00001802","Mid-Day Club","Active","19","19","0","0","0","0","0","0","0","3","0","0","0","1","1","0",""
"40","H","72","00008082","The Breakfast Club","Active","11","9","0","0","0","0","0","0","0","1","0","0","1","1","1","0",""
"40","H","72","00009099","Children's Hospital Club","Active","13","9","4","0","0","0","1","1","0","4","0","5","5","0","1","1",""
"40","H","72","01423343","City of Columbus","Active","20","16","7","4","2","1","2","1","0","4","2","7","7","1","1","1",""
"40","H","72","05560103","Professional Speakers","Active","11","8","4","1","0","0","1","1","1","0","0","7","7","1","1","1",""
"40","H","73","00004915","Central Ohio Advanced Club","Active","19","11","5","1","2","1","2","1","0","1","0","6","5","1","1","1",""
"40","H","73","03375045","OHFA Toastmasters","Low","10","7","0","1","0","0","1","0","0","3","0","6","2","0","0","1",""
"40","H","73","05819394","The Toastmasters At OSU Wexner Medical Center","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0",""
"40","H","73","06133241","Women With Voices","Active","13","14","3","3","1","0","0","0","0","4","1","5","5","1","1","1",""
"40","H","73","06137312","Franklin County Dept. of Job and Family Svcs.","Active","26","12","6","6","2","0","1","1","0","4","1","7","7","1","1","1",""
"40","H","73","06743347","Toastmasters International At OSU","Active","13","8","4","1","0","0","1","1","2","2","0","5","4","1","1","1",""
"40","H","74","00000959","Columbus Toastmasters Club","Ineligible","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","74","00001028","Worthington Toastmasters","Low","12","4","2","0","1","0","0","0","0","1","0","5","4","1","0","1",""
"40","H","74","00004695","Unity Club","Active","10","8","3","4","1","0","0","0","0","0","0","7","7","1","1","1",""
"40","H","74","07625804","We Speak Toastmasters","Active","82","14","2","2","1","0","0","0","0","4","3","5","2","1","1","1",""
"40","H","74","07782395","WE Toast Toastmasters Club","Low","0","4","1","0","0","0","0","0","0","1","0","4","3","1","0","1",""
"40","H","75","00003885","Podium Pros Toastmasters Club","Active","22","20","7","5","1","0","3","1","4","4","0","7","4","1","1","1","S"
"40","H","75","00005156","Delaware Toastmasters","Active","20","18","5","4","2","3","1","0","0","3","0","7","7","1","1","1",""
"40","H","75","00588225","FearBreakers Toastmasters Club","Ineligible","14","0","1","0","1","0","1","1","0","1","0","5","0","0","0","1",""
"40","H","75","00656587","Polaris Toastmasters Club","Low","19","5","2","0","1","0","1","0","0","1","0","4","6","1","0","1",""
"40","H","75","02289063","Toast What Matters","Active","23","14","10","14","2","13","15","1","31","4","4","7","6","1","1","1",""
"40","H","75","03812990","Eagles Toastmasters","Active","9","8","2","0","0","0","0","0","0","4","1","7","7","0","0","1",""
"40","I","81","00620518","Loveland SPEAKEASY","Active","12","8","5","1","1","0","0","1","1","4","0","6","5","1","1","1",""
"40","I","81","00642205","Anthem Express Club","Active","21","15","6","1","2","2","1","1","3","2","0","6","4","1","1","1",""
"40","I","81","06414566","Lebanon Speaks","Suspended","8","0","1","0","0","0","0","1","0","0","0","5","0","0","0","1",""
"40","I","81","07679377","Financially Speaking","Active","29","20","3","5","1","0","0","0","0","4","1","1","0","0","1","1",""
"40","I","82","00001941","Anderson Hills Toastmasters Club","Low","4","5","1","0","0","0","0","0","0","4","0","0","0","0","0","1",""
"40","I","82","00002289","T.A.L.K. Club","Ineligible","11","1","1","0","0","0","0","0","0","3","0","7","3","1","0","1",""
"40","I","82","00009523","TV Toastmasters Club","Active","8","8","3","2","2","0","2","0","0","3","0","4","3","1","1","1",""
"40","I","82","00922409","Midland Ace's Club","Active","12","10","1","0","0","0","0","0","0","2","0","1","0","1","1","1",""
"40","I","82","00922412","Modern Voices Club","Active","14","15","0","0","0","0","0","0","0","2","0","1","1","1","0","0",""
"40","I","83","00000472","Cincinnati Toastmasters","Active","15","11","4","2","0","0","0","1","0","4","1","7","6","1","1","1",""
"40","I","83","00003804","The Kings Speech","Active","9","10","3","3","1","0","1","0","0","4","1","6","7","1","1","1",""
"40","I","83","00005008","Mason Town Criers Toastmasters Club","Active","20","14","4","5","2","1","0","0","0","2","0","7","6","1","1","1",""
"40","I","83","00007780","1 Toast Of The Town, Kenwood Toastmasters Club","Active","8","14","6","3","1","0","2","1","0","4","6","7","5","1","1","1","D"
"40","I","83","00008323","Wilmington Expressives","Active","13","9","4","1","0","0","0","1","3","3","0","5","7","1","1","1",""
