"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s, Level 5s, or DTM award","Add. Level 4s, Level 5s, or DTM award","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","C","34","01423343","City of Columbus","Active","31","22","5","1","2","0","0","0","0","4","4","6","5","1","0","1",""
"40","C","34","03646317","ENCORE Toastmasters","Active","6","8","2","0","0","0","0","0","0","2","0","7","5","1","0","1",""
"40","D","41","00000472","Cincinnati Toastmasters","Active","21","17","2","0","0","0","1","0","0","4","1","5","1","1","0","1",""
"40","D","41","00007780","Toast of the Town, Kenwood Toastmasters Club","Active","14","12","3","0","0","0","1","1","1","2","0","4","3","1","0","1",""
"40","D","41","00907534","FTMT on Campus","Active","32","27","5","4","2","1","3","1","1","0","0","0","0","1","0","0",""
"40","D","41","07335430","Givaudan Toastmasters","Active","9","12","1","0","0","0","0","0","0","3","0","4","0","1","0","1",""
"40","D","41","28677429","CinToast 2.0","Active","23","18","1","0","0","0","0","0","0","1","0","5","1","1","0","1",""
"40","D","42","00008020","Bearcat / Environmentally Speaking Toastmasters Club","Active","9","9","1","0","1","0","0","0","0","2","0","6","3","1","0","1",""
"40","D","42","00009319","Cincinnati NIOSH Club","Suspended","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","D","42","00009523","TV Toastmasters Club","Active","9","8","1","0","0","0","0","0","0","0","0","5","3","1","0","1",""
"40","D","42","00922412","American Modern Toastmasters","Active","18","22","3","2","0","0","1","0","0","4","5","6","3","1","0","1",""
"40","D","42","04677366","Competitive Speakers Cincinnati","Active","9","9","1","0","0","0","0","0","0","0","0","4","2","1","0","1",""
"40","D","42","05522829","Entrepreneur Toastmasters Club","Active","6","8","1","0","0","0","0","0","0","3","0","4","1","1","0","1",""
"40","D","43","00000870","Tri-County Toastmasters Club","Active","22","15","3","1","0","0","1","1","2","2","0","7","3","1","0","1",""
"40","D","43","00641256","CIC Speaks Toastmasters Club","Active","22","19","4","0","0","0","0","1","1","3","0","4","4","1","0","1",""
"40","D","43","01299268","Miami Masters Toastmasters Club","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","43","02705957","CIC Speaks Too","Active","27","29","6","1","2","0","3","1","1","4","2","4","0","1","0","1",""
"40","D","43","02846914","Oxford-Miami Community Toastmasters Club","Active","10","9","0","1","1","0","0","0","0","1","0","4","0","0","0","0",""
"40","D","44","00001249","Life Enriching Toastmasters","Active","23","20","6","7","2","1","3","1","0","0","0","5","5","1","0","1",""
"40","D","44","00001578","Seven Hills of Cincinnati Toastmasters","Active","8","8","0","0","1","0","0","0","0","1","0","5","3","0","0","1",""
"40","D","44","00004251","Cincinnati Talk In the Park","Active","10","9","1","0","0","0","0","0","0","2","0","0","0","1","0","1",""
"40","D","44","00008634","Ethicon Toastmasters Leaders In Speaking (TLS)","Active","13","11","0","0","0","0","0","0","0","2","0","6","0","1","0","0",""
"40","D","44","01160434","BTC (Building Tomorrow's Communicators)","Active","20","18","1","0","0","0","0","0","0","2","0","4","2","1","0","1",""
"40","D","44","28677135","Toast to Water","Active","21","21","1","0","0","0","0","0","0","4","1","0","0","1","0","0",""
"40","D","45","00002289","T.A.L.K. Club","Active","12","13","2","0","0","0","0","0","0","4","0","4","3","1","0","1",""
"40","D","45","00003804","The Kings Speech","Low","8","7","1","0","0","0","1","1","0","0","0","4","3","0","0","1",""
"40","D","45","00005008","Mason Town Criers Toastmasters Club","Active","15","9","1","0","0","0","0","0","0","1","0","4","0","1","0","1",""
"40","D","45","00620518","Loveland SPEAKEASY","Active","10","9","1","0","0","0","0","0","0","3","0","4","0","1","0","1",""
"40","D","45","00642205","Mason Speech Weavers","Active","20","19","3","0","0","0","1","1","0","3","0","7","7","1","0","1",""
"40","D","45","28676767","CincyNature Toastmasters","Ineligible","13","1","0","0","0","0","0","0","0","0","0","4","0","0","0","1",""
"40","E","51","00002391","Lexington Toastmasters Club","Active","14","11","1","2","0","0","0","0","0","2","0","4","0","1","0","1",""
"40","E","51","00002869","Huntington Centennial Toastmasters Club","Active","8","8","1","0","0","0","0","0","0","3","0","4","1","1","0","1",""
"40","E","51","00002949","Sunrise Toastmasters Club","Active","21","22","2","0","0","0","1","1","0","3","0","4","0","1","0","1",""
"40","E","51","00005517","Lexmark Club","Active","20","13","1","0","0","0","1","0","0","2","0","5","0","1","0","1",""
"40","E","51","03663553","Big Blue Toastmasters","Low","8","5","2","1","0","0","0","1","0","0","0","5","5","0","0","1",""
"40","E","52","00007305","Downtown Lunch Bunch Toastmasters Club","Active","10","11","4","1","1","0","2","1","1","2","0","5","0","1","0","1",""
"40","E","52","01990654","Midway Toastmasters","Active","16","19","8","2","2","2","5","1","5","4","0","6","5","1","0","2",""
"40","E","52","06977905","Mountain Movers","Active","8","8","1","0","0","0","0","0","0","1","0","4","0","1","0","1",""
"40","E","52","28675676","NPG Toastmasters","Active","15","16","2","1","1","0","1","0","0","4","1","6","0","1","0","1",""
"40","E","52","28676704","Sogeti Speech Society Toastmasters","Low","11","3","0","0","0","0","0","0","0","0","0","6","0","0","0","1",""
"40","E","53","00000453","Pioneer Toastmasters Club","Active","10","8","2","0","1","0","1","1","0","1","0","4","1","1","0","1",""
"40","E","53","00001223","Newport Toastmasters Club","Active","13","12","1","0","0","0","0","0","0","1","0","6","2","1","0","1",""
"40","E","53","00008416","Articulate Revenuers Toastmasters Club","Active","13","12","1","1","0","0","0","0","0","0","0","6","1","1","0","1",""
"40","E","53","00593263","Northern Kentucky Toastmasters Club","Active","9","11","2","0","0","0","0","0","0","4","2","4","1","1","0","1",""
"40","E","53","01153372","Voice of Independence","Active","18","13","2","0","0","0","0","1","0","1","0","5","3","1","0","1",""
"40","E","54","00003459","Great American Speakers Club","Active","30","26","5","5","1","0","2","1","0","4","1","7","0","1","0","1",""
"40","E","54","00007083","Cheers Toastmasters","Active","16","13","2","0","0","0","0","1","0","2","0","5","0","1","0","1",""
"40","E","54","00009056","Speak With US","Active","17","14","1","0","0","0","0","0","0","0","0","0","0","1","0","1",""
"40","E","54","00009531","Toast Of Broadway Toastmasters Club","Active","31","30","3","5","1","0","0","1","0","2","0","5","2","1","0","1",""
"40","E","54","00742749","Kroger Food for Thought Club","Active","8","9","1","0","0","0","0","0","0","3","0","4","1","1","0","1",""
