"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s, Level 5s, or DTM award","Add. Level 4s, Level 5s, or DTM award","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","Active","15","14","3","2","0","0","1","1","0","3","0","5","4","1","1","1",""
"40","A","04","04334989","Crown Toastmasters","Active","23","33","2","0","0","0","0","0","0","4","5","0","2","0","0","0",""
"40","A","05","00585063","Springfield Toastmasters Club","Active","20","19","7","3","2","2","3","1","0","4","3","5","6","1","0","1",""
"40","A","05","05124110","Miami County Toastmasters","Active","15","12","5","3","2","1","2","1","0","3","0","6","5","1","1","1",""
"40","A","05","06547513","Cause-Driven Toastmasters","Suspended","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","Active","9","22","6","1","2","0","3","0","0","4","11","7","5","1","0","1",""
"40","A","05","07017426","Leaders on the Rise","Low","8","7","0","1","0","0","0","0","0","3","0","1","1","0","0","1",""
"40","B","11","00000214","Greater Columbus Toastmasters","Active","12","15","6","2","2","0","1","1","1","4","0","5","6","1","1","1",""
"40","B","11","00000859","Northwest Club","Active","10","8","1","0","1","0","0","0","0","0","0","5","2","1","0","1",""
"40","B","11","02116422","Hikma Professionals","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","B","11","02451490","2Checkout","Low","13","7","0","1","0","0","0","0","0","1","0","3","3","0","1","0",""
"40","B","11","05168204","Grove City Toastmasters","Active","12","15","4","1","2","0","0","0","0","4","1","4","5","1","1","1",""
"40","B","12","00000478","OCLC Toastmasters Club","Active","12","12","1","0","0","0","0","0","0","0","0","1","1","1","0","1",""
"40","B","12","01825615","Progressive Speaking Club","Active","21","22","6","3","1","0","2","1","0","4","4","5","5","1","1","1",""
"40","B","12","02884105","Dublin Premier TM Club","Active","10","22","3","1","1","0","1","0","0","4","10","1","1","1","1","1",""
"40","B","12","03374578","Dynamic  Growth Toastmasters","Active","8","10","3","0","0","0","0","1","0","2","0","4","5","1","0","1",""
"40","B","12","07219299","Radiant Toastmasters","Active","7","10","1","0","0","0","0","0","0","2","0","4","1","1","0","1",""
"40","B","14","00002246","Excellcomm Club","Low","9","7","2","1","0","0","0","1","1","2","0","4","3","0","0","0",""
"40","B","14","00004158","Hilliard Toastmasters Club","Low","8","5","0","0","0","0","0","0","0","1","0","2","4","0","0","1",""
"40","B","14","01131982","Premier Toastmasters","Active","16","13","2","1","0","0","1","0","0","4","1","6","0","1","1","1",""
"40","B","14","01276053","Essential To Leadership","Active","7","8","1","1","0","0","0","0","0","2","0","6","5","0","0","1",""
"40","B","15","01293737","MY CATALYST TMC","Active","11","12","9","4","2","2","2","1","1","4","0","7","7","1","1","1",""
"40","B","15","01508639","Scotts Gro-Masters","Active","15","9","3","1","1","0","1","1","0","1","0","7","6","1","1","1",""
"40","B","15","01684414","Marysville E.C.H.O.S.","Active","0","13","2","0","0","0","0","0","0","4","9","0","0","0","1","0",""
"40","B","15","04181643","Dublin Advanced Toastmasters","Active","6","9","3","1","1","0","1","1","1","3","0","7","7","0","0","1",""
"40","B","15","07330683","TM-one Toastmasters","Active","23","18","1","0","0","0","0","0","0","1","0","5","0","1","1","1",""
"40","B","18","00000959","Columbus Toastmasters Club","Active","8","8","0","0","0","0","0","0","0","2","0","2","4","0","0","1",""
"40","B","18","00004695","Unity Club","Ineligible","8","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0",""
"40","B","18","00004915","Central Ohio Advanced Club","Active","16","15","4","2","1","0","1","1","1","1","0","5","5","1","1","1",""
"40","B","18","03375045","OHFA Toastmasters","Active","7","9","4","1","2","0","1","0","0","4","2","4","4","1","0","1",""
"40","B","18","06137312","Franklin County Communicators","Active","11","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0",""
"40","B","18","06743347","Toastmasters International At OSU","Active","14","8","4","0","0","0","1","1","1","2","0","6","6","1","0","1",""
"40","B","19","00001028","Worthington Toastmasters","Active","12","13","2","3","0","0","0","0","0","4","1","5","1","1","1","1",""
"40","B","19","00003885","Podium Pros Toastmasters Club","Active","28","31","4","0","0","0","1","0","0","4","7","5","5","1","1","1",""
"40","B","19","00005156","Delaware Toastmasters","Active","24","26","5","4","0","0","1","0","0","4","4","5","7","1","1","1",""
"40","B","19","00656587","Polaris Toastmasters Club","Suspended","6","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1",""
"40","B","19","02289063","Toast What Matters","Active","10","17","3","0","1","0","0","0","0","4","6","4","4","0","1","0",""
"40","B","19","03812990","Eagles Toastmasters","Active","15","19","3","2","1","0","0","0","0","4","1","4","4","1","1","1",""
"40","C","22","00000511","Newark-Granville Club 511","Active","6","8","0","0","0","0","0","0","0","2","0","0","1","1","1","0",""
"40","C","22","00003182","New Albany Toastmasters","Suspended","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","22","01293730","New Albany Communicators","Active","9","9","1","0","0","0","0","0","0","3","0","7","6","0","0","1",""
"40","C","22","07944721","Revlocal Toastmasters","Active","22","15","1","0","0","0","0","0","0","2","0","0","0","1","0","1",""
"40","C","23","00000524","Franklin Club","Active","20","27","5","1","2","1","1","0","0","4","11","5","4","1","1","1",""
"40","C","23","00647621","SOAR Toastmasters Club","Active","13","10","0","0","0","0","0","0","0","2","0","0","2","1","0","0",""
"40","C","23","00707357","The Athenian Toastmasters Club","Active","8","11","2","0","0","0","0","0","0","4","1","4","0","0","1","1",""
"40","C","23","01477745","TEAM Toastmasters Club","Active","11","15","3","0","0","0","0","0","0","4","0","6","6","1","0","1",""
"40","C","23","07519962","Huntington  Toastmasters","Active","18","19","1","0","0","0","0","0","0","4","2","0","0","1","1","0",""
"40","C","24","00008226","Gahanna Club","Active","12","8","2","1","1","0","0","0","0","0","0","6","5","1","1","1",""
"40","C","24","01030644","Kilowattmasters","Active","9","10","0","0","0","0","0","0","0","3","0","0","0","0","0","1",""
"40","C","24","03646317","ENCORE Toastmasters","Active","16","13","3","1","1","0","1","1","0","2","0","7","5","1","1","1",""
"40","C","24","06098333","Reynoldsburg Toastmasters","Active","21","10","4","2","1","0","2","1","0","1","0","6","5","1","0","1",""
"40","C","25","00003002","Columbus-Whitehall Club","Active","12","11","3","1","0","0","0","1","0","4","1","6","4","0","0","1",""
"40","C","25","00003500","AGOISSI Toastmasters Club","Active","28","29","10","4","2","2","2","1","4","4","4","4","7","1","1","1",""
"40","C","25","04410308","Defensively Speaking","Active","8","8","1","0","0","0","0","1","0","0","0","2","1","0","0","1",""
"40","C","25","07836455","Rise Higher Advanced Toastmasters Club","Active","12","8","2","0","0","0","0","0","0","0","0","7","7","0","1","1",""
"40","C","27","00000753","Nationwide","Active","14","10","1","0","0","0","1","0","0","1","0","4","4","0","0","0",""
"40","C","27","00005155","Down On Third Toastmasters Club","Suspended","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","27","00621016","Brewery District Club","Active","24","30","9","2","2","2","2","1","1","4","7","4","5","1","1","1",""
"40","C","27","00952869","1RP Toastmasters - For AEP Employees and Contractors","Active","21","21","5","0","0","0","2","1","0","4","0","6","4","1","1","1",""
"40","C","27","01029419","Uptown","Active","12","9","3","1","0","0","1","1","1","0","0","3","4","1","0","1",""
"40","C","27","07625804","We Speak Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","28","00001802","Mid-Day Club","Active","20","20","0","0","0","0","0","0","0","3","0","0","0","1","1","0",""
"40","C","28","00008082","The Breakfast Club","Active","7","8","0","0","0","0","0","0","0","1","0","2","0","1","1","0",""
"40","C","28","00009099","Children's Hospital Club","Low","7","7","2","0","0","0","0","1","0","2","0","5","5","0","0","1",""
"40","C","28","01423343","City of Columbus","Active","21","23","8","3","2","0","2","1","1","4","5","6","4","1","1","1",""
"40","D","31","00000453","Pioneer Toastmasters Club","Active","16","16","4","0","0","0","0","1","2","0","0","4","4","1","1","1",""
"40","D","31","00007780","Toast of the Town, Kenwood Toastmasters Club","Active","12","18","3","1","0","0","0","0","0","4","3","5","6","1","1","1",""
"40","D","31","00907534","FTMT on Campus","Active","38","60","3","0","0","0","0","0","0","4","23","0","0","0","1","1",""
"40","D","31","04887152","Paycor Toastmasters","Ineligible","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","31","07335430","Givaudan Toastmasters","Active","18","13","1","0","1","0","1","0","0","0","0","3","0","1","1","1",""
"40","D","32","00008020","Bearcat / Environmentally Speaking Toastmasters Club","Active","3","11","2","0","0","0","1","0","0","4","4","0","5","1","0","0",""
"40","D","32","00009319","Cincinnati NIOSH Club","Active","8","8","1","0","0","0","0","1","0","1","0","6","3","0","0","1",""
"40","D","32","00009523","TV Toastmasters Club","Active","8","8","0","1","1","0","0","0","0","2","0","3","5","0","0","1",""
"40","D","32","00922067","Environmentally Speaking","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","32","05522829","Entrepreneur Toastmasters Club","Active","8","8","2","1","1","0","2","0","0","4","1","4","2","0","0","1",""
"40","D","36","00000870","Tri-County Toastmasters Club","Active","10","15","8","1","2","0","2","1","2","4","5","4","5","1","1","1",""
"40","D","36","00641256","CIC Speaks Toastmasters Club","Active","28","32","8","6","2","1","2","1","1","4","8","4","5","1","1","0",""
"40","D","36","01299268","Miami Masters Toastmasters Club","Active","9","13","1","0","0","0","0","0","0","4","0","0","0","0","1","0",""
"40","D","36","02705957","CIC Speaks Too","Active","21","26","9","4","2","1","3","1","2","4","6","4","4","1","1","1",""
"40","D","36","02846914","Oxford Toastmasters","Active","11","11","0","0","0","0","0","0","0","1","0","0","1","1","1","0",""
"40","D","37","00004251","Cincinnati Talk In the Park","Active","16","15","3","1","0","0","0","1","1","1","0","3","2","1","1","1",""
"40","D","37","00008634","Ethicon Toastmasters Leaders In Speaking (TLS)","Active","12","16","1","0","0","0","0","0","0","4","2","0","0","1","1","0",""
"40","D","37","01160434","BTC (Building Tomorrow's Communicators)","Active","21","22","5","0","0","0","2","1","1","3","0","4","5","1","1","1",""
"40","D","37","02811841","BLAST (Blue Ash Speaking Team)","Low","9","5","1","0","0","0","0","0","0","0","0","4","5","0","0","0",""
"40","D","37","07679377","Financially Speaking","Active","23","15","0","2","0","0","0","0","0","0","0","0","0","1","0","0",""
"40","D","38","00000472","Cincinnati Toastmasters","Active","19","28","4","2","2","0","0","0","0","4","14","4","3","1","1","1",""
"40","D","38","00001578","Seven Hills of Cincinnati Toastmasters","Active","9","9","2","0","1","0","0","0","0","1","0","5","6","1","0","1",""
"40","D","38","00003456","Standing Room Only","Ineligible","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","38","04677366","Competitive Speakers Cincinnati","Active","12","9","1","0","0","0","0","0","0","0","0","1","4","1","1","1",""
"40","D","39","00002289","T.A.L.K. Club","Active","9","10","1","0","0","0","0","0","0","2","0","5","2","1","0","1",""
"40","D","39","00003804","The Kings Speech","Active","9","9","3","1","1","0","1","1","0","1","0","5","5","1","1","1",""
"40","D","39","00005008","Mason Town Criers Toastmasters Club","Active","16","13","3","0","0","0","0","1","0","4","1","3","0","1","1","1",""
"40","D","39","00008323","Wilmington Expressives","Low","6","4","0","0","0","0","0","0","0","2","0","3","2","0","0","1",""
"40","D","39","00620518","Loveland SPEAKEASY","Active","12","12","1","0","0","0","0","0","0","2","0","2","2","1","1","1",""
"40","D","39","00642205","Mason Speech Weavers","Active","20","17","6","0","2","0","2","1","1","2","0","6","4","1","1","1",""
"40","E","41","00002391","Lexington Toastmasters Club","Active","4","17","3","1","1","0","0","0","0","4","8","0","4","1","1","2",""
"40","E","41","00002869","Huntington Centennial Toastmasters Club","Active","3","10","1","0","0","0","0","0","0","4","3","0","0","0","1","0",""
"40","E","41","00002949","Sunrise Toastmasters Club","Active","13","14","3","2","2","0","2","0","0","3","0","2","0","1","1","1",""
"40","E","41","00005517","Lexmark Club","Active","20","20","5","2","2","0","2","1","0","3","0","4","4","1","1","1",""
"40","E","41","03663553","Big Blue Toastmasters","Active","10","11","5","4","2","0","1","0","0","4","0","6","7","1","0","1",""
"40","E","43","00004097","Madco Club","Active","10","9","1","0","0","0","0","0","0","2","0","0","0","1","1","1",""
"40","E","43","00007305","Downtown Lunch Bunch Toastmasters Club","Active","9","9","1","1","2","0","1","0","0","1","0","4","2","0","0","2",""
"40","E","43","01990654","Midway Toastmasters","Active","21","19","8","5","2","3","4","1","8","3","0","7","6","1","1","2",""
"40","E","43","06977905","Mountain Movers","Active","8","8","0","0","0","0","0","0","0","1","0","1","5","0","0","0",""
"40","E","44","00001223","Triangle Toastmasters Club","Active","13","10","2","1","0","0","1","0","0","0","0","5","7","1","0","1",""
"40","E","44","00008416","Articulate Revenuers Toastmasters Club","Active","8","9","2","1","0","0","0","0","0","2","0","6","5","1","1","1",""
"40","E","44","00593263","Northern Kentucky Toastmasters Club","Active","8","9","2","0","1","0","1","1","0","1","0","2","1","1","1","1",""
"40","E","44","01153372","Voice of Independence","Active","15","11","2","0","2","0","1","0","0","3","0","7","7","0","0","1",""
"40","E","44","04497479","Interior Voices","Ineligible","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","E","46","00001249","Life Enriching Toastmasters","Active","15","14","2","1","1","0","0","0","0","0","0","5","4","1","1","1",""
"40","E","46","00007083","Cheers Toastmasters","Active","13","12","0","0","0","0","0","0","0","2","0","0","1","1","1","0",""
"40","E","46","00009531","Toast Of Broadway Toastmasters Club","Active","22","25","6","2","2","0","1","1","3","4","0","4","4","1","1","1",""
"40","E","46","00742749","Kroger Food for Thought Club","Active","9","8","0","2","1","0","1","0","0","3","0","2","4","0","0","0",""
"40","E","46","01655418","MSD Sewer Talk","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","E","47","00001941","Anderson Hills Toastmasters Club","Active","8","8","2","1","1","0","0","0","0","3","0","4","4","0","1","1",""
"40","E","47","00002142","Toast-N-Talk Club","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","E","47","00003459","Great American Speakers Club","Active","33","39","7","7","2","1","1","1","1","4","16","4","4","1","1","0",""
"40","E","47","00922412","American Modern Toastmasters","Active","19","20","3","0","0","0","0","0","0","4","1","5","4","1","1","1",""
"40","E","47","01491854","A Toast to Genius","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
